source,destination,distance
155.0,198.0,372.538588605
13.0,28.0,588.643355522
127.0,130.0,671.738788518
37.0,150.0,630.384009949
60.0,89.0,807.200718533
23.0,71.0,459.831490875
46.0,156.0,865.940529136
84.0,87.0,588.626367061
70.0,102.0,384.421643511
93.0,159.0,493.69018625
3.0,171.0,807.471361721
26.0,200.0,662.534527402
177.0,182.0,888.020833089
73.0,83.0,330.783917384
59.0,128.0,350.20279839
22.0,116.0,898.984427006
46.0,126.0,382.968667126
174.0,179.0,451.186214328
106.0,173.0,528.160013632
16.0,189.0,320.413794959
130.0,173.0,815.470416386
121.0,171.0,659.202548539
102.0,177.0,488.82921353
49.0,59.0,151.95394039
103.0,200.0,654.550991138
35.0,120.0,261.199157732
96.0,122.0,749.282990598
59.0,110.0,708.971790694
26.0,72.0,706.125342981
93.0,122.0,130.384048104
45.0,79.0,776.753500153
1.0,41.0,676.357893426
183.0,193.0,725.521191972
115.0,183.0,581.166069209
152.0,171.0,151.789327688
22.0,62.0,607.694824727
48.0,76.0,843.356389672
11.0,80.0,224.269926651
34.0,147.0,282.17724926
12.0,43.0,581.908068341
148.0,159.0,207.465659809
149.0,194.0,628.398758751
81.0,148.0,322.490309932
7.0,164.0,277.764288561
54.0,193.0,324.784543967
77.0,160.0,932.654812886
63.0,157.0,785.03821563
10.0,107.0,546.444873706
34.0,117.0,591.858935896
12.0,192.0,611.00081833
20.0,192.0,456.97374104
134.0,184.0,447.04474049
90.0,140.0,667.083203206
143.0,186.0,442.090488475
39.0,117.0,492.200162536
100.0,101.0,539.073278878
63.0,115.0,397.020150622
139.0,149.0,635.314882558
33.0,36.0,451.70122869
56.0,131.0,623.173330623
57.0,174.0,620.181425069
106.0,192.0,16.5529453572
5.0,54.0,455.505214021
119.0,184.0,348.281495345
156.0,166.0,191.018323728
104.0,143.0,252.001984119
45.0,45.0,0.0
52.0,119.0,311.538119658
15.0,109.0,279.957139577
38.0,134.0,350.012856907
76.0,77.0,539.334775441
136.0,138.0,570.109638578
86.0,146.0,404.980246432
65.0,149.0,497.555022083
28.0,31.0,588.391876219
66.0,198.0,378.207614942
51.0,166.0,227.437903613
14.0,94.0,645.111618249
113.0,161.0,1178.05347926
166.0,181.0,444.460346938
99.0,146.0,1069.80839406
47.0,146.0,592.103031575
146.0,193.0,1112.23918291
94.0,155.0,512.659731206
131.0,175.0,97.2676719162
4.0,167.0,492.101615523
31.0,53.0,175.695759767
27.0,78.0,104.043260233
13.0,175.0,767.899081911
51.0,68.0,391.760130692
179.0,187.0,375.728625473
112.0,118.0,680.943463145
60.0,142.0,721.837931949
61.0,163.0,402.750543141
175.0,175.0,0.0
107.0,173.0,648.056324713
144.0,177.0,683.456655539
108.0,130.0,608.658360659
40.0,98.0,187.384631173
3.0,118.0,974.741504195
117.0,124.0,851.169783298
64.0,120.0,248.573932664
45.0,190.0,979.771912233
74.0,129.0,311.464283667
22.0,161.0,785.493475466
69.0,138.0,500.681535509
55.0,171.0,191.157003534
2.0,85.0,594.2432162
153.0,167.0,860.500435793
117.0,158.0,251.065728446
102.0,194.0,350.442577322
103.0,159.0,387.737024283
45.0,153.0,913.806325213
35.0,135.0,560.63178647
115.0,163.0,393.593699137
150.0,180.0,241.033192735
82.0,150.0,539.431181894
135.0,160.0,308.162294903
83.0,147.0,274.657969118
31.0,83.0,876.831226634
182.0,197.0,775.654562289
55.0,73.0,784.159422567
48.0,153.0,876.184911991
49.0,176.0,571.136586116
163.0,184.0,158.256121525
58.0,78.0,268.793601114
21.0,58.0,363.748539516
44.0,109.0,17.0293863659
7.0,123.0,549.568921974
45.0,196.0,437.978309965
105.0,105.0,0.0
68.0,123.0,634.448579477
128.0,176.0,365.87566194
78.0,180.0,424.199245638
10.0,188.0,393.79436258
34.0,38.0,667.618154337
21.0,80.0,687.02328927
20.0,117.0,653.99159016
58.0,160.0,604.953717238
43.0,188.0,334.982089073
6.0,64.0,373.262642117
157.0,172.0,809.644983928
105.0,139.0,282.0
158.0,159.0,526.849124513
105.0,124.0,322.795600961
91.0,168.0,612.470407448
92.0,177.0,706.006373909
39.0,136.0,392.509872487
24.0,159.0,448.054684163
138.0,171.0,239.426397876
33.0,87.0,344.884038483
87.0,156.0,446.400044803
10.0,195.0,548.233526884
96.0,180.0,517.619551408
57.0,89.0,636.649039896
5.0,153.0,546.989030969
43.0,90.0,281.455147404
100.0,148.0,210.888596183
194.0,194.0,0.0
52.0,164.0,364.539435452
53.0,141.0,553.195263899
167.0,181.0,544.126823452
62.0,85.0,704.32946836
9.0,47.0,251.047804213
33.0,177.0,163.954261915
18.0,167.0,59.0084739677
19.0,130.0,463.967671288
132.0,163.0,334.773057458
65.0,192.0,197.729613361
66.0,187.0,369.670123218
14.0,139.0,536.138041926
180.0,183.0,412.044900466
38.0,61.0,621.138470874
189.0,191.0,976.64118283
62.0,183.0,275.118156435
47.0,193.0,520.194194508
85.0,126.0,252.301407051
32.0,102.0,83.7257427557
145.0,185.0,463.001079912
109.0,136.0,263.372359977
146.0,146.0,0.0
95.0,181.0,142.003521083
27.0,189.0,934.504146593
28.0,146.0,238.321211813
51.0,51.0,0.0
142.0,158.0,436.024081904
37.0,76.0,354.990140708
75.0,137.0,229.490740554
98.0,106.0,235.671381377
61.0,86.0,723.303532412
84.0,169.0,488.509979427
41.0,154.0,247.606542725
50.0,88.0,331.209903234
13.0,36.0,674.175793099
74.0,82.0,326.220784132
37.0,174.0,344.570747453
97.0,147.0,818.416153311
23.0,143.0,291.907519602
34.0,76.0,379.885509068
93.0,199.0,568.747747248
117.0,193.0,271.670756615
177.0,180.0,111.830228472
50.0,186.0,430.889777089
126.0,145.0,620.345871269
73.0,107.0,741.58748641
36.0,121.0,193.620763349
59.0,200.0,714.028710907
22.0,60.0,202.158353772
173.0,192.0,513.389715518
31.0,166.0,104.292856898
114.0,158.0,788.3787161
16.0,133.0,730.941858153
125.0,168.0,761.662654986
55.0,60.0,844.327543078
130.0,149.0,1013.91370441
25.0,121.0,470.230794398
79.0,170.0,729.846559216
102.0,121.0,407.470244312
139.0,193.0,700.045712793
72.0,188.0,145.120639469
35.0,48.0,888.993250818
105.0,158.0,945.008465571
81.0,111.0,456.642091796
44.0,194.0,221.0
120.0,168.0,55.0363516233
68.0,200.0,566.138675591
54.0,111.0,645.019379554
1.0,17.0,830.800216659
78.0,97.0,865.001734102
25.0,155.0,579.175275715
10.0,193.0,861.190455126
11.0,152.0,864.089115775
6.0,157.0,418.284592114
172.0,173.0,726.223106215
54.0,137.0,250.199920064
114.0,156.0,700.931523046
77.0,104.0,355.489802948
24.0,76.0,852.812406101
10.0,35.0,724.859296691
161.0,181.0,775.654562289
110.0,144.0,912.618759395
111.0,185.0,495.420023818
29.0,118.0,542.627865116
67.0,191.0,331.350267844
53.0,112.0,120.341181646
76.0,183.0,978.951479901
39.0,61.0,817.029375237
167.0,200.0,723.242697855
191.0,198.0,190.82976707
124.0,171.0,1104.77373249
56.0,187.0,899.738851001
19.0,49.0,570.197334262
42.0,114.0,251.199124202
80.0,193.0,405.493526459
66.0,108.0,326.465924715
29.0,152.0,925.013513415
89.0,181.0,490.02550954
15.0,165.0,727.412537698
62.0,192.0,197.022841315
85.0,161.0,939.953722265
18.0,26.0,225.942470554
4.0,89.0,687.552907055
42.0,148.0,359.271485092
118.0,171.0,845.854006316
65.0,93.0,473.562033951
28.0,71.0,265.316791779
51.0,158.0,240.520269416
14.0,22.0,483.861550446
165.0,170.0,385.093495141
98.0,159.0,437.658542702
99.0,170.0,304.021380827
5.0,148.0,197.436065601
47.0,74.0,444.595321613
17.0,99.0,764.996732019
71.0,176.0,374.897319276
41.0,101.0,872.931841555
64.0,130.0,876.184911991
27.0,54.0,82.5651258099
178.0,182.0,185.607111933
112.0,190.0,585.720923307
60.0,182.0,817.274127818
23.0,34.0,729.153618931
46.0,129.0,110.113577728
107.0,117.0,372.923584666
70.0,123.0,816.120089203
17.0,141.0,1015.11969738
93.0,186.0,805.258964557
40.0,58.0,839.748771955
3.0,78.0,66.2193325246
73.0,182.0,314.111445191
22.0,105.0,528.698401738
83.0,109.0,525.503568018
46.0,99.0,866.630255645
106.0,182.0,882.541783713
16.0,82.0,413.243269758
55.0,147.0,830.304161136
2.0,29.0,407.259131267
130.0,198.0,860.424313929
153.0,159.0,606.066003006
154.0,192.0,476.765141343
102.0,138.0,655.058012698
139.0,156.0,690.055794846
103.0,167.0,557.280001436
35.0,95.0,770.044803891
21.0,144.0,437.452854603
59.0,69.0,220.988687493
82.0,94.0,328.539190965
45.0,106.0,252.071418451
29.0,196.0,510.295992538
68.0,157.0,202.039600079
31.0,43.0,318.025156238
116.0,129.0,822.825619436
33.0,129.0,523.006692118
48.0,161.0,354.926753007
11.0,55.0,618.295236922
34.0,140.0,457.961788799
21.0,114.0,91.2688336728
149.0,173.0,317.308997666
81.0,175.0,379.676177815
44.0,53.0,565.24154129
7.0,67.0,550.662328474
77.0,187.0,794.402920438
24.0,57.0,301.869176962
10.0,116.0,834.757449802
9.0,69.0,74.966659256
87.0,102.0,587.47765915
34.0,110.0,826.206995855
20.0,45.0,680.550512453
43.0,132.0,296.121596646
6.0,8.0,789.446008287
109.0,113.0,437.04118799
29.0,154.0,233.4609175
80.0,164.0,711.901678605
90.0,169.0,641.718006604
143.0,161.0,650.111528893
91.0,144.0,720.031249322
39.0,80.0,829.376271664
38.0,183.0,464.660090819
63.0,94.0,986.689920897
100.0,175.0,768.658571799
57.0,145.0,463.315227464
42.0,58.0,166.306945135
104.0,148.0,235.416651917
52.0,156.0,937.294510813
53.0,197.0,97.1287804927
38.0,155.0,328.05639759
62.0,109.0,682.813298054
9.0,103.0,158.927656498
137.0,186.0,926.296928636
86.0,119.0,552.25447033
19.0,186.0,477.649453051
15.0,134.0,223.396508478
65.0,136.0,498.838651269
28.0,52.0,520.37774741
14.0,67.0,601.881217517
75.0,115.0,975.443488881
38.0,69.0,331.386481318
99.0,121.0,701.177580931
122.0,186.0,918.229818727
32.0,174.0,543.323108288
94.0,188.0,560.835091627
131.0,178.0,574.321338625
95.0,141.0,286.421018782
27.0,101.0,298.605090379
88.0,117.0,610.411336723
51.0,107.0,383.692585281
61.0,158.0,483.197682114
107.0,192.0,178.751223772
108.0,159.0,531.687878365
40.0,135.0,819.720074172
3.0,29.0,657.07838193
26.0,166.0,176.309387158
50.0,96.0,238.102918924
88.0,147.0,676.704514541
141.0,183.0,243.402958076
73.0,193.0,776.338199498
74.0,106.0,715.891053164
22.0,154.0,274.881792776
23.0,183.0,225.268728411
113.0,154.0,363.320794891
69.0,149.0,378.169274267
16.0,47.0,206.196508215
2.0,78.0,652.126521467
26.0,120.0,704.145581538
154.0,181.0,128.156154749
117.0,168.0,807.121428287
109.0,184.0,218.579504986
12.0,59.0,899.510978254
126.0,169.0,246.288448775
36.0,177.0,601.402527431
8.0,26.0,70.3846574191
150.0,169.0,734.359584945
82.0,179.0,163.615402698
135.0,191.0,564.490921096
38.0,124.0,606.884667791
14.0,47.0,202.410474037
31.0,126.0,445.543488338
92.0,120.0,318.308026917
55.0,100.0,191.002617783
95.0,101.0,1033.03049326
116.0,118.0,1112.03776914
109.0,147.0,564.833603816
21.0,37.0,256.415678148
44.0,138.0,588.538868725
7.0,22.0,482.468651831
61.0,68.0,287.391718739
54.0,87.0,794.831428669
92.0,158.0,835.463942968
129.0,140.0,314.213303347
78.0,89.0,552.438231841
47.0,134.0,465.807900319
10.0,153.0,732.296388083
11.0,160.0,973.432072617
125.0,194.0,459.79343188
20.0,82.0,360.323465792
58.0,141.0,686.088186752
99.0,133.0,374.786605951
6.0,101.0,969.603011546
67.0,89.0,663.340033467
30.0,111.0,658.110173147
158.0,160.0,877.836545149
181.0,193.0,786.741380633
114.0,164.0,30.61045573
24.0,132.0,607.796018414
138.0,180.0,272.281104743
33.0,74.0,526.165373243
147.0,190.0,186.26862323
20.0,176.0,328.441775662
5.0,164.0,445.381858634
43.0,113.0,501.665227019
118.0,196.0,602.664915189
29.0,62.0,842.584713842
52.0,193.0,959.150665954
53.0,168.0,587.728678899
41.0,57.0,577.437442499
9.0,50.0,198.010100752
123.0,188.0,535.728476003
160.0,162.0,650.173053886
33.0,148.0,183.98369493
56.0,115.0,555.917260031
19.0,105.0,591.034685953
132.0,200.0,311.306922506
80.0,137.0,338.789019893
133.0,145.0,116.965806969
66.0,84.0,330.275642456
14.0,172.0,326.171733907
15.0,157.0,696.416542021
8.0,69.0,203.53132437
62.0,152.0,262.246067654
85.0,89.0,434.66308792
32.0,91.0,674.625822216
71.0,90.0,478.072170284
18.0,98.0,223.002242141
146.0,175.0,232.045254207
88.0,124.0,728.291150571
4.0,17.0,668.887135472
118.0,147.0,916.201397074
193.0,200.0,938.667140151
37.0,87.0,389.755051282
151.0,179.0,631.319253627
8.0,163.0,284.297379517
84.0,150.0,995.229621746
17.0,43.0,571.700970788
41.0,189.0,907.317474757
155.0,165.0,469.196121041
27.0,52.0,698.439689594
88.0,192.0,289.084762656
127.0,161.0,1153.76990774
164.0,189.0,644.801519849
112.0,198.0,331.489064676
60.0,126.0,417.680499904
23.0,106.0,105.678758509
46.0,185.0,772.093258616
84.0,116.0,964.696843573
144.0,193.0,739.048712874
2.0,163.0,569.34787257
3.0,134.0,852.415978264
26.0,45.0,325.024614453
12.0,72.0,470.712226312
50.0,151.0,398.810732052
73.0,78.0,532.768242297
36.0,70.0,729.331886044
59.0,175.0,914.20894767
106.0,142.0,192.314846021
16.0,154.0,365.64600367
130.0,142.0,674.166151627
139.0,164.0,290.146514713
12.0,174.0,244.640552648
72.0,129.0,161.554944214
21.0,200.0,131.590273197
45.0,178.0,952.67728009
159.0,190.0,611.098191783
1.0,52.0,781.936698205
115.0,146.0,210.202283527
25.0,190.0,105.209315177
40.0,142.0,313.312942599
48.0,105.0,842.42091617
11.0,127.0,851.805729025
34.0,180.0,555.461969895
72.0,127.0,32.8024389337
148.0,188.0,608.685468859
6.0,182.0,73.3484832836
7.0,139.0,17.4928556845
30.0,56.0,596.168600314
54.0,162.0,357.561183576
24.0,113.0,945.492464275
88.0,181.0,150.615404259
63.0,176.0,840.00595236
10.0,12.0,234.776489453
161.0,168.0,1129.23691048
162.0,195.0,249.323083568
111.0,164.0,160.312195419
97.0,134.0,133.146535817
108.0,200.0,255.548429852
134.0,165.0,528.795801799
67.0,194.0,651.168948891
90.0,97.0,671.86308129
143.0,153.0,544.213193519
76.0,140.0,84.403791384
13.0,101.0,887.182619307
124.0,128.0,326.021471686
56.0,160.0,453.07063467
19.0,20.0,269.317656309
5.0,41.0,554.246335125
119.0,159.0,457.752116325
29.0,179.0,434.770054167
52.0,84.0,193.372697142
15.0,64.0,790.243633318
140.0,182.0,212.941306467
38.0,163.0,218.680131699
76.0,114.0,473.469111981
136.0,167.0,689.895644283
85.0,140.0,467.268659339
86.0,191.0,707.720990221
18.0,55.0,124.326183887
4.0,102.0,404.77648153
42.0,177.0,402.100733648
65.0,112.0,89.3588272081
28.0,124.0,698.346618808
51.0,133.0,585.866879077
89.0,122.0,856.23594879
165.0,181.0,726.294706025
99.0,177.0,218.50400454
47.0,177.0,316.947945253
94.0,116.0,401.659059402
131.0,138.0,584.110434764
4.0,132.0,635.247983074
64.0,167.0,789.290820927
27.0,45.0,784.13583007
112.0,147.0,473.228274726
60.0,147.0,913.581961293
23.0,25.0,730.737983138
61.0,198.0,163.990853403
1.0,79.0,564.979645651
107.0,136.0,642.654650648
144.0,158.0,707.923724705
17.0,160.0,870.067813449
40.0,95.0,732.700484509
3.0,85.0,674.43680208
26.0,158.0,273.658546368
64.0,69.0,281.256111045
140.0,170.0,858.693193172
12.0,120.0,647.19085284
73.0,153.0,425.751100997
74.0,162.0,204.592277469
22.0,66.0,323.396042029
188.0,190.0,244.7386361
173.0,174.0,592.764708801
121.0,133.0,681.965541651
69.0,109.0,493.471377083
16.0,119.0,579.676633995
55.0,142.0,135.944841756
93.0,119.0,535.261618277
46.0,93.0,806.07505854
103.0,130.0,859.579548384
35.0,162.0,256.462472888
26.0,67.0,417.82412568
2.0,34.0,604.052977809
82.0,123.0,608.947452577
135.0,135.0,0.0
83.0,174.0,467.838647399
68.0,186.0,526.820652594
106.0,117.0,376.055846916
115.0,193.0,902.080373359
116.0,174.0,916.124991472
48.0,134.0,266.176633084
12.0,50.0,566.681568432
58.0,99.0,457.856964564
21.0,93.0,742.19202367
44.0,82.0,491.629942131
7.0,94.0,486.806943254
30.0,133.0,465.563099912
68.0,88.0,522.358114707
128.0,157.0,147.078210487
77.0,150.0,563.535269526
78.0,145.0,193.868512142
10.0,81.0,428.018691181
87.0,93.0,659.855287165
125.0,138.0,628.497414474
43.0,155.0,204.970729618
6.0,45.0,1110.59263459
197.0,197.0,0.0
91.0,183.0,536.288168805
39.0,175.0,319.820262022
33.0,114.0,475.849766208
87.0,163.0,389.051410485
57.0,116.0,311.207326392
170.0,189.0,458.742847356
104.0,185.0,137.010948468
45.0,54.0,753.214444896
52.0,185.0,816.396962268
15.0,55.0,733.873286065
62.0,118.0,788.040608091
9.0,74.0,247.095123384
137.0,157.0,555.152231374
139.0,177.0,573.837956221
86.0,104.0,428.514877221
12.0,129.0,358.733884655
19.0,161.0,594.121199756
65.0,163.0,206.235302507
66.0,156.0,569.526118804
14.0,100.0,227.431308311
75.0,86.0,861.961716087
113.0,159.0,590.038134361
8.0,29.0,710.228132363
122.0,167.0,512.289956958
32.0,131.0,838.37581072
92.0,119.0,337.243235662
145.0,164.0,627.548404508
94.0,193.0,401.608017848
95.0,168.0,611.932185785
27.0,152.0,929.113556031
21.0,189.0,760.92706615
37.0,111.0,149.626200914
75.0,180.0,562.715736407
60.0,192.0,542.137436449
61.0,121.0,633.221130412
47.0,58.0,245.203996705
116.0,125.0,1086.95216086
108.0,180.0,747.243601512
40.0,172.0,369.173400992
3.0,32.0,170.293863659
106.0,106.0,0.0
50.0,125.0,613.094609339
13.0,71.0,384.720677895
141.0,146.0,498.407463829
74.0,119.0,56.8242905807
97.0,190.0,828.126198112
23.0,146.0,707.096174505
69.0,176.0,551.710975058
70.0,139.0,513.517283059
2.0,107.0,1137.56977808
79.0,107.0,770.591980233
117.0,164.0,682.750320395
12.0,16.0,504.668207836
45.0,162.0,685.444381405
126.0,178.0,436.589051626
36.0,158.0,791.012010023
31.0,133.0,613.332699275
25.0,192.0,716.843079063
1.0,33.0,163.248277173
25.0,84.0,415.992788399
79.0,137.0,693.266182646
49.0,110.0,817.487002955
35.0,47.0,546.635161694
44.0,167.0,684.745938287
7.0,45.0,751.465900757
120.0,197.0,646.965223177
92.0,195.0,303.578655376
1.0,124.0,785.554581172
129.0,167.0,723.14659648
152.0,192.0,229.610539828
101.0,163.0,670.613152272
48.0,49.0,807.88613059
176.0,198.0,584.426214333
96.0,134.0,513.600038941
6.0,126.0,643.024105302
67.0,124.0,580.582466149
105.0,177.0,847.614299077
30.0,180.0,321.104344412
91.0,98.0,606.222731346
1.0,127.0,754.295697986
114.0,129.0,117.783700061
24.0,169.0,723.840452033
63.0,200.0,547.307957187
138.0,145.0,799.18020496
21.0,116.0,830.583529815
110.0,173.0,591.557266881
147.0,165.0,1015.30882001
20.0,157.0,347.650686753
29.0,89.0,275.544914669
67.0,154.0,713.849423898
53.0,83.0,707.526677942
1.0,82.0,369.237051229
9.0,21.0,392.587569849
123.0,147.0,775.279304509
33.0,143.0,190.682982985
56.0,88.0,406.098510216
19.0,76.0,578.070064958
42.0,87.0,351.256316669
80.0,174.0,783.449424022
133.0,188.0,528.034089809
176.0,195.0,264.319881961
66.0,113.0,396.339500933
89.0,144.0,178.616908494
99.0,108.0,875.04114189
15.0,184.0,360.251301177
32.0,48.0,731.2680767
71.0,113.0,385.253163517
109.0,190.0,520.077878784
95.0,127.0,537.791781269
42.0,137.0,598.404545437
118.0,180.0,813.840893541
28.0,164.0,169.499262535
142.0,164.0,582.024913556
75.0,195.0,649.037749287
98.0,160.0,528.654896885
151.0,174.0,728.989025981
8.0,136.0,748.402298233
47.0,105.0,570.727605781
17.0,78.0,501.642302841
71.0,151.0,529.139868088
131.0,194.0,427.824730468
13.0,26.0,719.573484781
127.0,140.0,216.670256381
37.0,148.0,402.73316228
60.0,91.0,214.709105536
23.0,65.0,220.737400546
46.0,162.0,423.515052861
70.0,100.0,312.488399785
93.0,157.0,444.893245622
3.0,173.0,108.673823895
73.0,81.0,696.328945255
59.0,130.0,945.492993099
46.0,124.0,366.236262541
174.0,177.0,758.02374633
106.0,171.0,311.854132568
16.0,191.0,707.839671112
125.0,145.0,998.296549128
130.0,171.0,744.776476535
102.0,183.0,806.156932613
139.0,187.0,242.744721879
12.0,139.0,552.203766738
35.0,122.0,678.248479541
30.0,86.0,718.79412908
16.0,135.0,304.685083324
6.0,49.0,495.969757143
96.0,124.0,437.219624445
59.0,96.0,521.598504599
45.0,77.0,690.740182703
114.0,130.0,393.3573439
1.0,47.0,223.403222895
183.0,195.0,933.116284286
115.0,185.0,730.589488016
152.0,173.0,715.220245798
25.0,161.0,1086.03729218
48.0,78.0,716.816573469
11.0,82.0,392.730187279
34.0,145.0,128.41339494
148.0,153.0,740.898103655
149.0,192.0,580.697856032
81.0,138.0,197.266317449
7.0,166.0,553.119336129
111.0,137.0,699.321099353
54.0,199.0,557.754426249
77.0,94.0,159.2231139
63.0,159.0,385.415360358
10.0,105.0,485.741700907
34.0,115.0,843.474362385
162.0,188.0,261.839645585
20.0,194.0,124.338248339
134.0,190.0,917.954791915
90.0,138.0,365.625491453
39.0,119.0,680.083818364
100.0,103.0,374.085551712
63.0,125.0,424.972940315
124.0,125.0,878.387727601
56.0,133.0,847.685083035
57.0,172.0,532.170085593
5.0,52.0,669.856701094
119.0,186.0,338.303118519
156.0,160.0,675.616015204
29.0,174.0,146.696966567
93.0,198.0,295.548642359
52.0,113.0,147.248089971
15.0,111.0,347.816043333
38.0,132.0,116.10340219
76.0,79.0,197.022841315
136.0,140.0,730.20613528
86.0,144.0,684.599152789
57.0,69.0,197.083738548
9.0,135.0,357.643677422
66.0,196.0,172.976877067
51.0,168.0,805.983250446
14.0,92.0,582.632817476
38.0,102.0,410.238954757
166.0,171.0,308.001623372
99.0,148.0,472.267932428
80.0,98.0,915.987445329
47.0,156.0,384.984415269
94.0,153.0,278.352294763
131.0,145.0,973.373515152
4.0,161.0,726.857620171
27.0,64.0,303.268857616
100.0,109.0,734.294218961
13.0,173.0,502.937371847
51.0,70.0,321.161952915
179.0,189.0,792.99243376
37.0,39.0,434.139378541
60.0,136.0,105.004761797
61.0,161.0,1049.2706991
29.0,55.0,960.433756175
107.0,175.0,557.738289882
144.0,179.0,225.800797164
17.0,187.0,321.25535015
40.0,100.0,425.762844786
3.0,120.0,480.176009397
117.0,122.0,266.371920442
64.0,122.0,623.308110007
74.0,143.0,439.993181765
22.0,167.0,597.141524264
69.0,136.0,681.865822578
55.0,165.0,227.035239555
2.0,83.0,92.9569792969
153.0,165.0,1076.47805365
26.0,93.0,267.471493808
19.0,129.0,382.890323722
102.0,192.0,595.980704386
103.0,153.0,330.974319245
35.0,137.0,632.946285241
82.0,148.0,390.0
135.0,162.0,371.0
83.0,149.0,836.748468777
31.0,93.0,363.880474882
92.0,93.0,760.720710905
55.0,75.0,728.868986856
48.0,155.0,328.901200971
49.0,182.0,519.31685896
163.0,186.0,373.065677864
58.0,76.0,274.652507726
21.0,56.0,690.890005717
44.0,111.0,239.603839702
7.0,117.0,653.128624392
45.0,194.0,556.23466271
30.0,174.0,936.95357409
68.0,101.0,492.800162338
128.0,178.0,328.0
78.0,186.0,673.089889985
10.0,186.0,356.665109031
9.0,94.0,323.001547984
34.0,36.0,854.031029881
20.0,119.0,332.794230719
58.0,174.0,459.047927781
43.0,190.0,508.033463465
6.0,70.0,795.274166561
109.0,122.0,902.801196277
157.0,170.0,650.664275952
105.0,137.0,972.576475142
91.0,170.0,770.730173277
39.0,138.0,178.373204266
38.0,190.0,580.88380938
138.0,169.0,395.433938857
9.0,97.0,658.401093559
33.0,85.0,572.281399313
87.0,158.0,671.93824121
57.0,95.0,520.407532613
5.0,135.0,396.365992487
43.0,92.0,385.519130524
132.0,183.0,408.872840869
80.0,128.0,442.651104144
52.0,166.0,797.173130506
53.0,139.0,445.004494359
167.0,183.0,207.858124691
62.0,91.0,594.74784573
9.0,45.0,638.460648748
33.0,183.0,462.099556373
18.0,165.0,268.477187113
19.0,132.0,166.883192683
132.0,173.0,531.398155812
65.0,198.0,408.031861501
66.0,185.0,507.394323973
89.0,200.0,439.396176588
38.0,51.0,518.055016383
189.0,189.0,0.0
62.0,181.0,535.003738305
122.0,128.0,622.930172652
85.0,124.0,553.479900267
32.0,120.0,310.014515789
145.0,191.0,61.0081961707
18.0,71.0,529.507318174
95.0,183.0,481.900404648
27.0,191.0,219.057070189
51.0,53.0,222.638720801
142.0,156.0,149.48244044
37.0,74.0,290.258505474
75.0,139.0,638.354916955
98.0,104.0,493.36598991
61.0,84.0,692.199393239
84.0,171.0,995.502385733
17.0,22.0,786.0
40.0,177.0,508.862456858
41.0,152.0,917.157020362
50.0,86.0,272.029410175
13.0,34.0,567.609020365
74.0,80.0,418.055020302
37.0,172.0,607.464402249
97.0,145.0,907.493801632
188.0,200.0,294.782971014
70.0,172.0,771.867864339
93.0,197.0,180.277563773
12.0,109.0,213.283848427
50.0,184.0,164.210231106
126.0,151.0,435.791234423
73.0,105.0,230.705439901
36.0,123.0,89.2020179144
22.0,50.0,422.313864324
83.0,192.0,869.842514482
38.0,71.0,154.350251053
89.0,103.0,516.768807108
31.0,160.0,588.543966072
197.0,200.0,677.676176356
55.0,62.0,119.682914403
130.0,147.0,881.66773787
4.0,51.0,274.344673723
25.0,127.0,268.223787163
79.0,180.0,555.479072513
102.0,127.0,365.820994477
49.0,65.0,541.831154512
72.0,190.0,258.265367403
35.0,50.0,489.310739715
99.0,119.0,600.826097968
44.0,188.0,269.091062654
45.0,149.0,522.593532298
54.0,109.0,837.90810952
1.0,23.0,74.2428447731
78.0,103.0,107.154094649
25.0,153.0,186.868938029
101.0,142.0,717.178499399
11.0,154.0,773.175271203
6.0,147.0,368.066570066
172.0,175.0,421.346650633
54.0,143.0,566.259657754
114.0,154.0,50.1198563446
77.0,102.0,422.829752974
24.0,78.0,536.288168805
10.0,33.0,486.121384018
110.0,150.0,285.917820361
111.0,187.0,446.663184066
43.0,43.0,0.0
134.0,134.0,0.0
29.0,116.0,955.353861143
67.0,161.0,930.658369113
53.0,126.0,370.818014665
41.0,50.0,400.649472731
76.0,177.0,668.98505215
114.0,124.0,505.099000197
95.0,131.0,218.048159818
191.0,192.0,762.756186471
124.0,165.0,1149.28543017
56.0,189.0,109.16501271
19.0,51.0,422.271239845
99.0,196.0,503.438178926
5.0,12.0,705.269452054
66.0,106.0,403.407982073
29.0,150.0,1004.63177334
89.0,187.0,148.222805263
15.0,167.0,603.841866717
62.0,198.0,565.520114585
85.0,175.0,353.454381781
18.0,24.0,202.272093972
13.0,140.0,109.731490467
4.0,91.0,775.263826062
42.0,146.0,558.50604294
118.0,169.0,249.899979992
65.0,83.0,676.937958752
28.0,65.0,340.777053218
14.0,20.0,450.504162023
165.0,168.0,1075.33808637
98.0,157.0,826.654099367
99.0,172.0,785.000636942
47.0,84.0,514.125471067
17.0,97.0,910.881441242
71.0,178.0,325.301398706
41.0,107.0,866.917527796
64.0,132.0,642.112139739
118.0,126.0,441.461210074
178.0,180.0,768.123037019
112.0,176.0,629.235250125
60.0,176.0,673.951036797
23.0,60.0,634.747981486
46.0,135.0,266.717078568
107.0,119.0,826.50166364
70.0,121.0,610.969721017
108.0,196.0,498.334225194
93.0,184.0,593.165238361
40.0,60.0,872.20697085
3.0,176.0,644.461015113
73.0,180.0,578.623366276
74.0,199.0,202.548759562
