Year,Organization,Department,Position,Position count,Planned position count,Expense total,Course cost,Course days,Terminations,Internal hires,External hires
2015,GO Americas corporate,Marketing,Marketing Specialist,3,3,"129,237.72",,,0,0,0
2015,GO Americas corporate,Sales (Corporate),Vice-President of Sales Management,1,1,"207,411.21","11,500",4,0,0,0
2015,GO Americas corporate,Sales (Corporate),Product Manager,2,2,"131,964.49","3,000",3,1,1,0
2015,GO Americas corporate,Sales (Corporate),Product Technician,3,3,"107,130.43",,,0,0,0
2015,GO Americas corporate,Procurement,Procurement Manager,1,1,"58,063.87",250,1,0,0,0
2015,GO Americas corporate,Procurement,Procurement Coordinator,1,1,"46,303.39",,,0,0,0
2015,GO Americas corporate,Procurement,Procurement Clerk,2,2,"71,233.34",,,0,0,0
2015,GO Americas corporate,Information Services and Technology,Vice-President of Information Technology,1,1,"205,745.96","11,500",4,0,0,0
2015,GO Americas corporate,Information Services and Technology,Information Technology Manager,1,1,"117,146.17",,,0,0,0
2015,GO Americas corporate,Information Services and Technology,System Analyst,1,1,"42,412.90",,,0,0,0
2015,GO Americas corporate,Information Services and Technology,Software Engineer,2,2,"144,352.12",,,0,0,0
2015,GO Americas corporate,Information Services and Technology,Computer Operator,2,2,"70,798.92",,,0,0,0
2015,GO Americas corporate,Executive Offices,Executive Vice-President,1,1,"241,445.01","11,500",4,0,0,0
2015,GO Americas corporate,Production and Distribution,Regional Manager,1,1,,,,0,0,0
2015,GO Americas corporate,Executive Offices,Chief Executive Officer,1,1,"353,367.49","11,500",4,0,0,0
2015,GO Americas corporate,Executive Offices,Chief Financial Officer,1,1,"301,109.20","11,500",4,0,0,0
2015,GO Americas operations,Production and Distribution,Regional Manager,,,"152,557.02",,,,,
2015,GO Americas operations,Production and Distribution,Franchise Distribution Manager,2,2,"166,773.69",,,0,0,0
2015,GO Americas operations,Production and Distribution,Warehouse Manager,4,4,"264,223.44",,,0,0,0
2015,GO Americas operations,Production and Distribution,Warehouse Worker,12,12,"429,941.29","2,300",7,0,0,2
2015,GO Americas operations,Production and Distribution,Warehouse Assistant Manager,3,4,"199,453.43","1,450",4.5,0,1,0
2015,GO Americas operations,Customer Service,Customer Service Manager,1,1,"112,813.16",,,0,0,0
2015,GO Americas operations,Customer Service,Customer Service Coordinator,4,4,"209,088.82",750,2,0,0,0
2015,GO Americas operations,Customer Service,Customer Service Representative,6,6,"307,386.99",250,1,0,0,0
2015,GO Americas operations,Sales,Regional Sales Manager,1,1,"159,729.22","3,500",4,0,0,0
2015,GO Americas operations,Sales,District Sales Manager,2,2,"259,331.24","7,000",8,0,0,0
2015,GO Americas operations,Sales,Branch Sales Manager,8,8,"763,443.38","28,000",32,0,0,0
2015,GO Americas operations,Sales,Level 1 Sales Representative,11,11,"723,597.01","68,250",79,2,0,2
2015,GO Americas operations,Sales,Level 2 Sales Representative,8,8,"793,143.86","49,250",58.5,0,0,0
2015,GO Americas operations,Sales,Level 3 Sales Representative,13,13,"1,846,443.07","75,000",91.5,0,0,0
2015,GO Americas operations,Operations,General Manager of Operations,1,1,"211,606.68","11,500",4,0,0,0
2015,GO Central Europe corporate,Human Resources,Vice-President of Human Resources,1,1,"195,910.09","11,500",4,0,0,0
2015,GO Central Europe corporate,Human Resources,Human Resources Administrator,1,1,"42,716.52","9,750",12.5,0,0,1
2015,GO Central Europe corporate,Human Resources,Benefit Specialist,0,0,508.33,,,0,0,1
2015,GO Central Europe corporate,Human Resources,Human Resources Clerk,1,2,"37,272.76","5,000",10,0,0,3
2015,GO Central Europe corporate,Finance,Controller,1,1,"195,148.35","11,500",4,0,0,0
2015,GO Central Europe corporate,Finance,Finance Manager,1,1,"133,128.81",,,0,0,0
2015,GO Central Europe corporate,Finance,Financial Analyst,2,2,"155,731.05",,,0,0,0
2015,GO Central Europe corporate,Finance,Budget Analyst,2,2,"97,003.99",,,0,0,0
2015,GO Central Europe corporate,Finance,Payroll Clerk,0,0,"5,241.35","1,500",2.5,0,0,1
2015,GO Central Europe corporate,Finance,Accounting Manager,1,1,"97,346.99",,,0,0,0
2015,GO Central Europe corporate,Finance,Accountant 1,0,1,"12,543.51",250,1,0,0,1
2015,GO Central Europe corporate,Finance,Accountant 2,3,3,"219,739.07","8,000",9.5,0,1,0
2015,GO Central Europe corporate,Finance,Accounting Clerk,4,4,"125,697.30","11,500",17,0,0,3
2015,GO Central Europe corporate,Marketing,Vice-President of Marketing,1,1,"196,233.50","11,500",4,0,0,0
2015,GO Central Europe corporate,Marketing,Marketing Manager,1,1,"92,686.59",,,0,0,0
2015,GO Central Europe corporate,Marketing,Marketing Specialist,2,2,"72,710.28","5,500",7.5,0,0,1
2015,GO Central Europe corporate,Sales (Corporate),Vice-President of Sales Management,1,1,"197,434.76","11,500",4,0,0,0
2015,GO Central Europe corporate,Sales (Corporate),Product Manager,2,2,"145,755.21","9,750",12.5,0,0,1
2015,GO Central Europe corporate,Sales (Corporate),Product Technician,2,2,"84,064.98","1,750",4.5,0,0,1
2015,GO Central Europe corporate,Procurement,Procurement Manager,1,1,"60,510.71","9,750",12.5,0,0,1
2015,GO Central Europe corporate,Procurement,Procurement Coordinator,1,2,"62,643.23","19,250",24,0,0,2
2015,GO Central Europe corporate,Procurement,Procurement Clerk,0,0,,,,0,0,0
2015,GO Central Europe corporate,Information Services and Technology,Vice-President of Information Technology,1,1,"198,258.65","11,500",4,0,0,0
2015,GO Central Europe corporate,Information Services and Technology,Information Technology Manager,1,1,"93,112.36","6,000",6,1,1,0
2015,GO Central Europe corporate,Information Services and Technology,System Analyst,1,1,"42,102.48",,,0,0,0
2015,GO Central Europe corporate,Information Services and Technology,Software Engineer,3,4,"219,930.51",250,1,0,0,0
2015,GO Central Europe corporate,Information Services and Technology,Computer Operator,2,2,"56,429","6,000",6.5,0,0,1
2015,GO Central Europe corporate,Executive Offices,Executive Vice-President,1,1,"232,507.60","11,500",4,0,0,0
2015,GO Central Europe corporate,Production and Distribution,Regional Manager,1,1,,,,0,0,0
2015,GO Central Europe operations,Sales (Corporate),Product Technician,0,0,,,,0,0,0
2015,GO Central Europe operations,Production and Distribution,Regional Manager,,,"129,205.25",,,,,
2015,GO Central Europe operations,Production and Distribution,Franchise Distribution Manager,1,1,"70,549.05",,,0,0,0
2015,GO Central Europe operations,Production and Distribution,Warehouse Manager,1,1,"61,470.75","5,000",5,0,0,0
2015,GO Central Europe operations,Production and Distribution,Warehouse Worker,7,8,"247,377.40","8,950",27.5,0,0,3
2015,GO Central Europe operations,Production and Distribution,Warehouse Assistant Manager,1,1,"56,574.05","3,000",3,0,0,0
2015,GO Central Europe operations,Customer Service,Customer Service Manager,1,1,"86,440.46",,,0,0,0
2015,GO Central Europe operations,Customer Service,Customer Service Coordinator,2,2,"118,746.45",,,0,0,0
2015,GO Central Europe operations,Customer Service,Customer Service Representative,2,2,"84,462.38","2,500",4.5,1,0,1
2015,GO Central Europe operations,Sales,Regional Sales Manager,1,1,"146,924.39","3,500",4,0,0,0
2015,GO Central Europe operations,Sales,District Sales Manager,2,2,"246,074.37","16,750",20.5,1,0,1
2015,GO Central Europe operations,Sales,Branch Sales Manager,8,8,"717,369.11","66,750",81.5,1,1,2
2015,GO Central Europe operations,Sales,Level 1 Sales Representative,9,9,"602,023.40","88,000",111.5,0,0,5
2015,GO Central Europe operations,Sales,Level 2 Sales Representative,10,10,"949,975.19","72,500",90,1,0,3
2015,GO Central Europe operations,Sales,Level 3 Sales Representative,11,11,"1,291,321.59","93,250",121.5,0,0,4
2015,GO Central Europe operations,Operations,General Manager of Operations,1,1,"198,226.57","11,500",4,0,0,0
2015,GO Asia Pacific corporate,Human Resources,Vice-President of Human Resources,1,1,"172,529.21","11,500",4,0,0,0
2015,GO Asia Pacific corporate,Human Resources,Human Resources Administrator,1,1,"41,938.71",,,0,0,0
2015,GO Asia Pacific corporate,Human Resources,Benefit Specialist,1,1,"36,785.30",,,0,0,0
2015,GO Asia Pacific corporate,Human Resources,Human Resources Clerk,1,1,"30,030.08",,,0,0,0
2015,GO Asia Pacific corporate,Finance,Controller,1,1,"170,811.77","11,500",4,0,0,0
2015,GO Asia Pacific corporate,Finance,Finance Manager,1,1,"119,070.10",,,0,0,0
2015,GO Asia Pacific corporate,Finance,Financial Analyst,1,1,"62,895.61",,,0,0,0
2015,GO Asia Pacific corporate,Finance,Budget Analyst,1,1,"35,707.81",,,0,0,0
2015,GO Asia Pacific corporate,Finance,Payroll Clerk,2,3,"79,824.62","12,500",17.5,0,0,3
2015,GO Asia Pacific corporate,Finance,Accounting Manager,1,1,"99,999.27",,,0,0,0
2015,GO Asia Pacific corporate,Finance,Accountant 1,1,1,"42,847.17","15,500",17,0,0,2
2015,GO Asia Pacific corporate,Finance,Accountant 2,2,2,"138,616.72",,,0,0,0
2015,GO Asia Pacific corporate,Finance,Accounting Clerk,3,3,"79,570.93","6,750",9.5,0,0,1
2015,GO Asia Pacific corporate,Marketing,Vice-President of Marketing,1,1,"170,423.67","11,500",4,0,0,0
2015,GO Asia Pacific corporate,Marketing,Marketing Manager,1,1,"56,993.68","6,000",6,1,1,0
2015,GO Asia Pacific corporate,Marketing,Marketing Specialist,5,5,"163,037.65","13,250",18,0,0,2
2015,GO Asia Pacific corporate,Sales (Corporate),Vice-President of Sales Management,1,1,"172,008.89","11,500",4,0,0,0
2015,GO Asia Pacific corporate,Sales (Corporate),Product Manager,1,1,"60,942.98",,,0,0,0
2015,GO Asia Pacific corporate,Sales (Corporate),Product Technician,2,3,"83,978.69","3,250",8,0,0,2
2015,GO Asia Pacific corporate,Procurement,Procurement Manager,1,1,"50,465.77",,,1,1,0
2015,GO Asia Pacific corporate,Procurement,Procurement Coordinator,0,0,"2,794.27",,,0,0,0
2015,GO Asia Pacific corporate,Procurement,Procurement Clerk,3,3,"87,092.76","7,750",10.5,0,0,1
2015,GO Asia Pacific corporate,Information Services and Technology,Vice-President of Information Technology,1,1,"171,689.46","11,500",4,0,0,0
2015,GO Asia Pacific corporate,Information Services and Technology,Information Technology Manager,1,1,"80,710.78",,,0,0,0
2015,GO Asia Pacific corporate,Information Services and Technology,System Analyst,1,1,"26,715.91","8,000",8.5,0,0,1
2015,GO Asia Pacific corporate,Information Services and Technology,Software Engineer,2,2,"85,693.63","16,250",18,0,0,1
2015,GO Asia Pacific corporate,Information Services and Technology,Computer Operator,2,2,"54,612.97","6,250",7.5,0,0,1
2015,GO Asia Pacific corporate,Executive Offices,Executive Vice-President,1,1,"203,106.04","11,500",4,0,0,0
2015,GO Asia Pacific corporate,Production and Distribution,Regional Manager,1,1,,,,0,0,0
2015,GO Asia Pacific operations,Production and Distribution,Regional Manager,,,"96,331.41",,,,,
2015,GO Asia Pacific operations,Production and Distribution,Franchise Distribution Manager,1,1,"58,035.21",,,0,0,0
2015,GO Asia Pacific operations,Production and Distribution,Warehouse Manager,3,3,"148,572.11","11,300",16,0,0,1
2015,GO Asia Pacific operations,Production and Distribution,Warehouse Worker,8,9,"262,369.07","6,400",19,0,0,3
2015,GO Asia Pacific operations,Production and Distribution,Warehouse Assistant Manager,1,1,"47,504.17",,,0,0,0
2015,GO Asia Pacific operations,Customer Service,Customer Service Manager,1,1,"79,506.92",,,0,0,0
2015,GO Asia Pacific operations,Customer Service,Customer Service Coordinator,2,2,"99,198.56",,,0,0,0
2015,GO Asia Pacific operations,Customer Service,Customer Service Representative,8,7,"307,849.49","14,050",25.5,2,0,5
2015,GO Asia Pacific operations,Sales,Regional Sales Manager,1,1,"118,886.79","3,500",4,0,0,0
2015,GO Asia Pacific operations,Sales,District Sales Manager,2,2,"209,152.29","16,750",20.5,1,0,1
2015,GO Asia Pacific operations,Sales,Branch Sales Manager,6,6,"524,854.65","30,750",36.5,1,1,1
2015,GO Asia Pacific operations,Sales,Level 1 Sales Representative,5,5,"329,154.80","45,750",55,0,0,2
2015,GO Asia Pacific operations,Sales,Level 2 Sales Representative,11,11,"1,050,649.75","78,250",95,0,0,3
2015,GO Asia Pacific operations,Sales,Level 3 Sales Representative,13,13,"1,509,406.33","76,750",89.5,0,0,2
2015,GO Asia Pacific operations,Operations,General Manager of Operations,1,1,"170,436.02","11,500",4,0,0,0
2015,GO Accessories corporate,Human Resources,Vice-President of Human Resources,1,1,"189,143.43","11,500",4,0,0,0
2015,GO Accessories corporate,Human Resources,Human Resources Administrator,1,1,"51,478.55",,,0,0,0
2015,GO Accessories corporate,Human Resources,Benefit Specialist,1,1,"43,576.43",,,0,0,0
2015,GO Accessories corporate,Human Resources,Human Resources Clerk,2,2,"50,238.31","2,500",4.5,0,0,2
2015,GO Accessories corporate,Finance,Controller,1,1,"189,215.53","11,500",4,0,0,0
2015,GO Accessories corporate,Finance,Finance Manager,1,1,"114,284.98","5,750",7,0,0,0
2015,GO Accessories corporate,Finance,Financial Analyst,3,3,"189,568.61","4,750",7.5,0,0,1
2015,GO Accessories corporate,Finance,Budget Analyst,3,3,"132,409.47",,,0,0,0
2015,GO Accessories corporate,Finance,Payroll Clerk,3,3,"93,474.49","9,000",13,1,0,2
2015,GO Accessories corporate,Finance,Accounting Manager,1,1,"97,622.34",,,0,0,0
2015,GO Accessories corporate,Finance,Accountant 1,4,4,"192,532.18","8,000",9.5,0,0,1
2015,GO Accessories corporate,Finance,Accountant 2,2,2,"139,804.81","3,500",4,0,0,0
2015,GO Accessories corporate,Finance,Accounting Clerk,3,3,"102,311.68","10,000",13,0,0,1
2015,GO Accessories corporate,Marketing,Vice-President of Marketing,1,1,"187,130.67","11,500",4,0,0,0
2015,GO Accessories corporate,Marketing,Marketing Manager,1,1,"62,493.75","2,250",3,0,0,0
2015,GO Accessories corporate,Marketing,Marketing Specialist,5,5,"200,302.32","2,250",3,0,0,0
2015,GO Accessories corporate,Sales (Corporate),Vice-President of Sales Management,1,1,"187,093.12","11,500",4,0,0,0
2015,GO Accessories corporate,Sales (Corporate),Product Manager,2,2,"137,077.14",,,0,0,0
2015,GO Accessories corporate,Sales (Corporate),Product Technician,3,3,"134,009.53","1,750",4.5,1,0,1
2015,GO Accessories corporate,Procurement,Procurement Manager,1,1,"77,472.41",,,0,0,0
2015,GO Accessories corporate,Procurement,Procurement Coordinator,0,0,,,,0,0,0
2015,GO Accessories corporate,Procurement,Procurement Clerk,4,4,"134,361.93","2,750",4,0,0,0
2015,GO Accessories corporate,Information Services and Technology,Vice-President of Information Technology,1,1,"189,862.57","11,500",4,0,0,0
2015,GO Accessories corporate,Information Services and Technology,Information Technology Manager,1,1,"91,813.90",,,0,0,0
2015,GO Accessories corporate,Information Services and Technology,System Analyst,1,1,"29,627.27","8,000",8.5,0,0,1
2015,GO Accessories corporate,Information Services and Technology,Software Engineer,2,2,"117,823.02",750,2,0,0,0
2015,GO Accessories corporate,Information Services and Technology,Computer Operator,1,1,"30,875.96",,,0,0,0
2015,GO Accessories corporate,Executive Offices,Executive Vice-President,1,1,"223,478.30","11,500",4,0,0,0
2015,GO Accessories corporate,Production and Distribution,Regional Manager,1,1,,,,0,0,0
2015,GO Accessories operations,Production and Distribution,Regional Manager,,,"118,493.30",,,,,
2015,GO Accessories operations,Production and Distribution,Franchise Distribution Manager,0,0,,,,0,0,0
2015,GO Accessories operations,Production and Distribution,Warehouse Manager,1,1,"62,965.08",,,0,0,0
2015,GO Accessories operations,Production and Distribution,Warehouse Worker,5,5,"194,444.23","1,450",4.5,0,0,1
2015,GO Accessories operations,Customer Service,Customer Service Manager,1,1,"92,523.88",,,0,0,0
2015,GO Accessories operations,Customer Service,Customer Service Coordinator,2,2,"98,683.30",,,0,0,0
2015,GO Accessories operations,Customer Service,Customer Service Representative,7,8,"322,565.49","5,750",12,1,0,2
2015,GO Accessories operations,Sales,Regional Sales Manager,1,1,"139,995.73","3,500",4,0,0,0
2015,GO Accessories operations,Sales,Branch Sales Manager,1,1,"94,731.47","6,500",7,1,1,0
2015,GO Accessories operations,Sales,Level 1 Sales Representative,9,9,"784,870.09","64,750",85,0,0,2
2015,GO Accessories operations,Sales,Level 2 Sales Representative,11,12,"1,285,225.91","76,000",99,0,1,2
2015,GO Accessories operations,Sales,Level 3 Sales Representative,7,7,"962,576.70","58,500",76.5,0,1,3
2015,GO Accessories operations,Operations,General Manager of Operations,1,1,"186,933.23","11,500",4,0,0,0
2015,GO Northern Europe corporate,Human Resources,Vice-President of Human Resources,1,1,"188,589.45","11,500",4,0,0,0
2015,GO Northern Europe corporate,Human Resources,Human Resources Administrator,1,1,"44,188.95",250,1,0,0,0
2015,GO Northern Europe corporate,Human Resources,Benefit Specialist,1,1,"34,619.32",750,2,0,0,0
2015,GO Northern Europe corporate,Human Resources,Human Resources Clerk,1,1,"32,056.05","1,750",4.5,0,0,1
2015,GO Northern Europe corporate,Finance,Controller,1,1,"187,006.58","11,500",4,0,0,0
2015,GO Northern Europe corporate,Finance,Finance Manager,1,1,"123,195.88",,,0,0,0
2015,GO Northern Europe corporate,Finance,Financial Analyst,1,1,"67,720.44",,,0,0,0
2015,GO Northern Europe corporate,Finance,Budget Analyst,1,1,"38,376.88",,,0,0,0
2015,GO Northern Europe corporate,Finance,Payroll Clerk,2,2,"69,244.57",,,0,0,0
2015,GO Northern Europe corporate,Finance,Accounting Manager,1,1,"99,842.56",,,0,0,0
2015,GO Northern Europe corporate,Finance,Accountant 1,0,0,,,,0,0,0
2015,GO Northern Europe corporate,Finance,Accountant 2,4,4,"259,597.42","8,250",10.5,0,0,1
2015,GO Northern Europe corporate,Finance,Accounting Clerk,2,3,"84,901.73","4,000",5.5,0,0,1
2015,GO Northern Europe corporate,Marketing,Vice-President of Marketing,1,1,"189,229.96","11,500",4,0,0,0
2015,GO Northern Europe corporate,Marketing,Marketing Manager,1,1,"69,712.28",,,0,0,0
2015,GO Northern Europe corporate,Marketing,Marketing Specialist,2,2,"86,988.58",500,1.5,0,0,1
2015,GO Northern Europe corporate,Sales (Corporate),Vice-President of Sales Management,1,1,"187,463.78","11,500",4,0,0,0
2015,GO Northern Europe corporate,Sales (Corporate),Product Manager,2,2,"143,078.92",,,0,0,0
2015,GO Northern Europe corporate,Sales (Corporate),Product Technician,2,2,"84,952.30","1,000",2.5,1,0,1
2015,GO Northern Europe corporate,Procurement,Procurement Manager,1,1,"77,146.01",,,0,0,0
2015,GO Northern Europe corporate,Procurement,Procurement Coordinator,1,1,"42,763.62",,,0,0,0
2015,GO Northern Europe corporate,Procurement,Procurement Clerk,2,2,"68,903.58",,,0,0,0
2015,GO Northern Europe corporate,Information Services and Technology,Vice-President of Information Technology,1,1,"186,395.17","11,500",4,0,0,0
2015,GO Northern Europe corporate,Information Services and Technology,Information Technology Manager,1,1,"92,576.81",,,0,0,0
2015,GO Northern Europe corporate,Information Services and Technology,System Analyst,0,0,,,,0,0,0
2015,GO Northern Europe corporate,Information Services and Technology,Software Engineer,2,2,"135,234.47","6,250",7,0,0,0
2015,GO Northern Europe corporate,Information Services and Technology,Computer Operator,0,0,,,,0,0,0
2015,GO Northern Europe corporate,Executive Offices,Executive Vice-President,1,1,"222,840.54","11,500",4,0,0,0
2015,GO Northern Europe corporate,Production and Distribution,Regional Manager,1,1,,,,0,0,0
2015,GO Northern Europe operations,Production and Distribution,Regional Manager,,,"106,712.44",,,,,
2015,GO Northern Europe operations,Production and Distribution,Franchise Distribution Manager,0,0,,,,0,0,0
2015,GO Northern Europe operations,Production and Distribution,Warehouse Manager,1,1,"58,616.19",,,0,0,0
2015,GO Northern Europe operations,Production and Distribution,Warehouse Worker,4,4,"127,609.23","2,300",7,0,0,1
2015,GO Northern Europe operations,Production and Distribution,Warehouse Assistant Manager,1,1,"55,872.47","3,000",3,0,0,0
2015,GO Northern Europe operations,Customer Service,Customer Service Manager,1,1,"101,813.51",,,0,0,0
2015,GO Northern Europe operations,Customer Service,Customer Service Coordinator,2,2,"82,136.88","2,750",5.5,0,0,1
2015,GO Northern Europe operations,Customer Service,Customer Service Representative,4,4,"150,533.31","5,500",11,0,0,2
2015,GO Northern Europe operations,Sales,Regional Sales Manager,1,1,"136,853.96","3,500",4,0,0,0
2015,GO Northern Europe operations,Sales,District Sales Manager,1,1,"118,010.73","3,500",4,0,0,0
2015,GO Northern Europe operations,Sales,Branch Sales Manager,3,3,"275,643.63","10,500",12,0,0,0
2015,GO Northern Europe operations,Sales,Level 1 Sales Representative,5,5,"277,551.16","40,750",51.5,0,0,3
2015,GO Northern Europe operations,Sales,Level 2 Sales Representative,4,4,"448,284.31","22,000",26,0,0,0
2015,GO Northern Europe operations,Sales,Level 3 Sales Representative,5,5,"621,465.21","30,000",37.5,0,0,0
2015,GO Northern Europe operations,Operations,General Manager of Operations,1,1,"186,639.20","11,500",4,0,0,0
2015,GO Southern Europe corporate,Human Resources,Vice-President of Human Resources,1,1,"202,834.18","11,500",4,0,0,0
2015,GO Southern Europe corporate,Human Resources,Human Resources Administrator,1,1,"47,305.10",,,0,0,0
2015,GO Southern Europe corporate,Human Resources,Benefit Specialist,1,1,"39,319.31",,,0,0,0
2015,GO Southern Europe corporate,Human Resources,Human Resources Clerk,2,2,"70,171.90",,,0,0,0
2015,GO Southern Europe corporate,Finance,Controller,1,1,"201,186.09","11,500",4,0,0,0
2015,GO Southern Europe corporate,Finance,Finance Manager,1,1,"141,278.49",,,0,0,0
2015,GO Southern Europe corporate,Finance,Financial Analyst,1,1,"68,398.40",,,0,0,0
2015,GO Southern Europe corporate,Finance,Budget Analyst,1,1,"47,109.01",,,0,0,0
2015,GO Southern Europe corporate,Finance,Payroll Clerk,1,1,"36,110.75","4,500",6.5,1,0,1
2015,GO Southern Europe corporate,Finance,Accounting Manager,1,1,"109,629.71",,,0,0,0
2015,GO Southern Europe corporate,Finance,Accountant 1,2,2,"98,116.32","8,000",9.5,0,0,1
2015,GO Southern Europe corporate,Finance,Accountant 2,2,2,"134,083.71",250,1,0,0,0
2015,GO Southern Europe corporate,Finance,Accounting Clerk,2,2,"57,101.86","4,500",6.5,0,0,1
2015,GO Southern Europe corporate,Marketing,Vice-President of Marketing,1,1,"202,522.79","11,500",4,0,0,0
2015,GO Southern Europe corporate,Marketing,Marketing Manager,1,1,"67,319.64",,,0,0,0
2015,GO Southern Europe corporate,Marketing,Marketing Specialist,2,2,"77,368.78",,,0,0,0
2015,GO Southern Europe corporate,Sales (Corporate),Vice-President of Sales Management,1,1,"201,536.95","11,500",4,0,0,0
2015,GO Southern Europe corporate,Sales (Corporate),Product Manager,2,2,"166,700.24",,,0,0,0
2015,GO Southern Europe corporate,Sales (Corporate),Product Technician,2,2,"79,730.27","1,750",4.5,0,0,1
2015,GO Southern Europe corporate,Procurement,Procurement Manager,1,1,"75,582.28",,,0,0,0
2015,GO Southern Europe corporate,Procurement,Procurement Coordinator,2,2,"90,489.80",,,0,0,0
2015,GO Southern Europe corporate,Procurement,Procurement Clerk,1,1,"35,621.31","3,000",4.5,1,0,1
2015,GO Southern Europe corporate,Information Services and Technology,Vice-President of Information Technology,1,1,"200,712.16","11,500",4,0,0,0
2015,GO Southern Europe corporate,Information Services and Technology,Information Technology Manager,1,1,"81,213.73","6,250",8,0,0,0
2015,GO Southern Europe corporate,Information Services and Technology,System Analyst,1,1,"25,719.04","8,000",8.5,0,0,1
2015,GO Southern Europe corporate,Information Services and Technology,Software Engineer,2,2,"132,257.23","7,750",8,0,0,0
2015,GO Southern Europe corporate,Information Services and Technology,Computer Operator,0,0,,,,0,0,0
2015,GO Southern Europe corporate,Executive Offices,Executive Vice-President,1,1,"239,014.41","11,500",4,0,0,0
2015,GO Southern Europe corporate,Production and Distribution,Regional Manager,1,1,,,,0,0,0
2015,GO Southern Europe operations,Production and Distribution,Regional Manager,,,"103,723.63","3,750",5,,,
2015,GO Southern Europe operations,Production and Distribution,Franchise Distribution Manager,1,1,"77,574.60",,,0,0,0
2015,GO Southern Europe operations,Production and Distribution,Warehouse Manager,1,1,"64,292.53",,,0,0,0
2015,GO Southern Europe operations,Production and Distribution,Warehouse Worker,3,3,"106,624.31","2,550",8,0,0,2
2015,GO Southern Europe operations,Production and Distribution,Warehouse Assistant Manager,1,1,"56,917.21",,,0,0,0
2015,GO Southern Europe operations,Customer Service,Customer Service Manager,1,1,"87,713.93",,,0,0,0
2015,GO Southern Europe operations,Customer Service,Customer Service Coordinator,1,1,"56,294.13",,,0,0,0
2015,GO Southern Europe operations,Customer Service,Customer Service Representative,4,4,"146,695.30","2,750",5.5,0,0,1
2015,GO Southern Europe operations,Sales,Regional Sales Manager,1,1,"126,445.32","11,250",14.5,1,1,0
2015,GO Southern Europe operations,Sales,Branch Sales Manager,3,3,"275,311.06","20,500",25.5,1,1,1
2015,GO Southern Europe operations,Sales,Level 1 Sales Representative,4,4,"295,156.09","24,500",29.5,0,0,1
2015,GO Southern Europe operations,Sales,Level 2 Sales Representative,4,4,"340,479.30","25,250",31.5,0,0,1
2015,GO Southern Europe operations,Sales,Level 3 Sales Representative,5,5,"558,405.56","30,000",37.5,0,0,0
2015,GO Southern Europe operations,Operations,General Manager of Operations,1,1,"203,757.22","11,500",4,0,0,0
2016,GO Americas corporate,Human Resources,Vice-President of Human Resources,1,1,"214,081.64","12,500",4,0,0,0
2016,GO Americas corporate,Human Resources,Human Resources Administrator,1,1,"62,325.23",,,0,0,0
2016,GO Americas corporate,Human Resources,Benefit Specialist,2,2,"93,185.04",,,0,0,0
2016,GO Americas corporate,Human Resources,Human Resources Clerk,2,2,"75,505.54",,,0,0,0
2016,GO Americas corporate,Finance,Controller,1,1,"236,128.94","12,500",4,0,0,0
2016,GO Americas corporate,Finance,Finance Manager,1,1,"185,700.90",,,0,0,0
2016,GO Americas corporate,Finance,Financial Analyst,1,1,"88,428.03",,,0,0,0
2016,GO Americas corporate,Finance,Budget Analyst,1,1,"62,331.27",,,0,0,0
2016,GO Americas corporate,Finance,Payroll Clerk,2,2,"81,550.98",,,0,0,0
2016,GO Americas corporate,Finance,Accounting Manager,1,1,"135,163.47",,,0,0,0
2016,GO Americas corporate,Finance,Accountant 1,1,1,"53,761.16",,,0,0,0
2016,GO Americas corporate,Finance,Accountant 2,6,6,"538,331.78",,,0,0,0
2016,GO Americas corporate,Finance,Accounting Clerk,6,6,"233,448.12",,,0,0,0
2016,GO Americas corporate,Marketing,Vice-President of Marketing,1,1,"211,919.06","12,500",4,0,0,0
2016,GO Americas corporate,Marketing,Marketing Manager,1,1,"51,640.10","6,000",6,1,1,0
2016,GO Americas corporate,Marketing,Marketing Specialist,2,2,"113,529.52","4,000",4,0,0,0
2016,GO Americas corporate,Sales (Corporate),Vice-President of Sales Management,1,1,"214,395.80","12,500",4,0,0,0
2016,GO Americas corporate,Sales (Corporate),Product Manager,2,2,"138,519.01","5,000",5,0,0,0
2016,GO Americas corporate,Sales (Corporate),Product Technician,2,2,"84,147.49","9,500",10,0,0,0
2016,GO Americas corporate,Procurement,Procurement Manager,1,1,"66,581.44",,,0,0,0
2016,GO Americas corporate,Procurement,Procurement Coordinator,1,1,"52,378.29",,,0,0,0
2016,GO Americas corporate,Procurement,Procurement Clerk,2,2,"79,498.37",,,0,0,0
2016,GO Americas corporate,Information Services and Technology,Vice-President of Information Technology,1,1,"211,295.07","12,500",4,0,0,0
2016,GO Americas corporate,Information Services and Technology,Information Technology Manager,1,1,"119,908.42",,,0,0,0
2016,GO Americas corporate,Information Services and Technology,System Analyst,1,1,"46,509.14",,,0,0,0
2016,GO Americas corporate,Information Services and Technology,Software Engineer,2,2,"150,795.43",,,0,0,0
2016,GO Americas corporate,Information Services and Technology,Computer Operator,2,2,"73,039.40",,,0,0,0
2016,GO Americas corporate,Executive Offices,Executive Vice-President,1,1,"269,093.46","12,500",4,0,0,0
2016,GO Americas corporate,Production and Distribution,Regional Manager,1,1,,,,0,0,0
2016,GO Americas corporate,Executive Offices,Chief Executive Officer,1,1,"393,913.72","12,500",4,0,0,0
