storeid,HealthyStore,StoreSize,StoreLayout,customerID,gender,WhoShoppingFor,Vegetarian,ShoppingStyle,CouponUser,week,CouponSequence,CarryOver,CouponValue,AmountSpent
14,Regular store,Large,Emphasizes produce,1912-HIBDU,Male,Self,Yes,Often; what's on sale,From mailings,4,"4,3,2,1",2,00 No value,116.56
14,Regular store,Large,Emphasizes produce,6945-GHSLC,Female,Self,No,Weekly; similar items,From both,1,"4,3,2,1",0,25 percent,86.59
14,Regular store,Large,Emphasizes produce,6945-GHSLC,Female,Self,No,Weekly; similar items,From both,2,"4,3,2,1",4,15 percent,87.66
14,Regular store,Large,Emphasizes produce,6945-GHSLC,Female,Self,No,Weekly; similar items,From both,3,"4,3,2,1",3,05 percent,86.6
14,Regular store,Large,Emphasizes produce,6945-GHSLC,Female,Self,No,Weekly; similar items,From both,4,"4,3,2,1",2,00 No value,88.18
15,Regular store,Medium,Emphasizes produce,9681-JZGIT,Female,Self and spouse,No,Often; what's on sale,From both,1,"4,3,2,1",0,25 percent,158.05
15,Regular store,Medium,Emphasizes produce,9681-JZGIT,Female,Self and spouse,No,Often; what's on sale,From both,2,"4,3,2,1",4,15 percent,153.9
15,Regular store,Medium,Emphasizes produce,9681-JZGIT,Female,Self and spouse,No,Often; what's on sale,From both,3,"4,3,2,1",3,05 percent,148.62
15,Regular store,Medium,Emphasizes produce,9681-JZGIT,Female,Self and spouse,No,Often; what's on sale,From both,4,"4,3,2,1",2,00 No value,133.91
15,Regular store,Medium,Emphasizes produce,3754-TJMNG,Male,Self,No,Biweekly; in bulk,From newspaper,1,"3,1,4,2",0,15 percent,0
15,Regular store,Medium,Emphasizes produce,3754-TJMNG,Male,Self,No,Biweekly; in bulk,From newspaper,2,"3,1,4,2",3,00 No value,165.75
15,Regular store,Medium,Emphasizes produce,3754-TJMNG,Male,Self,No,Biweekly; in bulk,From newspaper,3,"3,1,4,2",1,25 percent,0
15,Regular store,Medium,Emphasizes produce,3754-TJMNG,Male,Self,No,Biweekly; in bulk,From newspaper,4,"3,1,4,2",4,05 percent,174.47
15,Regular store,Medium,Emphasizes produce,8069-JWRYL,Female,Self and spouse,No,Often; what's on sale,From mailings,1,"1,2,3,4",0,00 No value,111.44
15,Regular store,Medium,Emphasizes produce,8069-JWRYL,Female,Self and spouse,No,Often; what's on sale,From mailings,2,"1,2,3,4",1,05 percent,162.21
15,Regular store,Medium,Emphasizes produce,8069-JWRYL,Female,Self and spouse,No,Often; what's on sale,From mailings,3,"1,2,3,4",2,15 percent,146.92
15,Regular store,Medium,Emphasizes produce,8069-JWRYL,Female,Self and spouse,No,Often; what's on sale,From mailings,4,"1,2,3,4",3,25 percent,164.83
15,Regular store,Medium,Emphasizes produce,8777-EHRAG,Female,Self and spouse,No,Weekly; similar items,From both,1,"4,3,2,1",0,25 percent,153.87
15,Regular store,Medium,Emphasizes produce,8777-EHRAG,Female,Self and spouse,No,Weekly; similar items,From both,2,"4,3,2,1",4,15 percent,153.06
15,Regular store,Medium,Emphasizes produce,8777-EHRAG,Female,Self and spouse,No,Weekly; similar items,From both,3,"4,3,2,1",3,05 percent,139.41
15,Regular store,Medium,Emphasizes produce,8777-EHRAG,Female,Self and spouse,No,Weekly; similar items,From both,4,"4,3,2,1",2,00 No value,131.2
15,Regular store,Medium,Emphasizes produce,1605-CEVNR,Male,Self,No,Weekly; similar items,From both,1,"1,2,3,4",0,00 No value,98.47
15,Regular store,Medium,Emphasizes produce,1605-CEVNR,Male,Self,No,Weekly; similar items,From both,2,"1,2,3,4",1,05 percent,116.93
15,Regular store,Medium,Emphasizes produce,1605-CEVNR,Male,Self,No,Weekly; similar items,From both,3,"1,2,3,4",2,15 percent,122.03
15,Regular store,Medium,Emphasizes produce,1605-CEVNR,Male,Self,No,Weekly; similar items,From both,4,"1,2,3,4",3,25 percent,120.43
15,Regular store,Medium,Emphasizes produce,5269-HKYZW,Male,Self and family,No,Biweekly; in bulk,From both,1,"4,3,2,1",0,25 percent,353.76
15,Regular store,Medium,Emphasizes produce,5269-HKYZW,Male,Self and family,No,Biweekly; in bulk,From both,2,"4,3,2,1",4,15 percent,0
15,Regular store,Medium,Emphasizes produce,5269-HKYZW,Male,Self and family,No,Biweekly; in bulk,From both,3,"4,3,2,1",3,05 percent,328.94
15,Regular store,Medium,Emphasizes produce,5269-HKYZW,Male,Self and family,No,Biweekly; in bulk,From both,4,"4,3,2,1",2,00 No value,0
15,Regular store,Medium,Emphasizes produce,8170-RQDGF,Male,Self,Yes,Weekly; similar items,From newspaper,1,"2,4,1,3",0,05 percent,111.48
15,Regular store,Medium,Emphasizes produce,8170-RQDGF,Male,Self,Yes,Weekly; similar items,From newspaper,2,"2,4,1,3",2,25 percent,124.32
15,Regular store,Medium,Emphasizes produce,8170-RQDGF,Male,Self,Yes,Weekly; similar items,From newspaper,3,"2,4,1,3",4,00 No value,92.96
15,Regular store,Medium,Emphasizes produce,8170-RQDGF,Male,Self,Yes,Weekly; similar items,From newspaper,4,"2,4,1,3",1,15 percent,111.67
16,Marketed as health food store,Small,Emphasizes bakery,9096-DXYNN,Female,Self and family,No,Biweekly; in bulk,No,1,"3,1,4,2",0,15 percent,6.22
16,Marketed as health food store,Small,Emphasizes bakery,9096-DXYNN,Female,Self and family,No,Biweekly; in bulk,No,2,"3,1,4,2",3,00 No value,214.99
16,Marketed as health food store,Small,Emphasizes bakery,9096-DXYNN,Female,Self and family,No,Biweekly; in bulk,No,3,"3,1,4,2",1,25 percent,6.3
16,Marketed as health food store,Small,Emphasizes bakery,9096-DXYNN,Female,Self and family,No,Biweekly; in bulk,No,4,"3,1,4,2",4,05 percent,231.94
16,Marketed as health food store,Small,Emphasizes bakery,5166-TKMQC,Female,Self and family,No,Weekly; similar items,From mailings,1,"3,1,4,2",0,15 percent,174.69
16,Marketed as health food store,Small,Emphasizes bakery,5166-TKMQC,Female,Self and family,No,Weekly; similar items,From mailings,2,"3,1,4,2",3,00 No value,145.5
16,Marketed as health food store,Small,Emphasizes bakery,5166-TKMQC,Female,Self and family,No,Weekly; similar items,From mailings,3,"3,1,4,2",1,25 percent,178.16
16,Marketed as health food store,Small,Emphasizes bakery,5166-TKMQC,Female,Self and family,No,Weekly; similar items,From mailings,4,"3,1,4,2",4,05 percent,143.03
16,Marketed as health food store,Small,Emphasizes bakery,6336-PFPAQ,Female,Self and family,No,Weekly; similar items,From both,1,"1,2,3,4",0,00 No value,151.42
16,Marketed as health food store,Small,Emphasizes bakery,6336-PFPAQ,Female,Self and family,No,Weekly; similar items,From both,2,"1,2,3,4",1,05 percent,179.26
16,Marketed as health food store,Small,Emphasizes bakery,6336-PFPAQ,Female,Self and family,No,Weekly; similar items,From both,3,"1,2,3,4",2,15 percent,163.3
16,Marketed as health food store,Small,Emphasizes bakery,6336-PFPAQ,Female,Self and family,No,Weekly; similar items,From both,4,"1,2,3,4",3,25 percent,174.07
17,Regular store,Large,No emphasis,3956-LNUDA,Male,Self and spouse,No,Weekly; similar items,From newspaper,1,"1,2,3,4",0,00 No value,142.1
17,Regular store,Large,No emphasis,3956-LNUDA,Male,Self and spouse,No,Weekly; similar items,From newspaper,2,"1,2,3,4",1,05 percent,132.28
17,Regular store,Large,No emphasis,3956-LNUDA,Male,Self and spouse,No,Weekly; similar items,From newspaper,3,"1,2,3,4",2,15 percent,156.74
17,Regular store,Large,No emphasis,3956-LNUDA,Male,Self and spouse,No,Weekly; similar items,From newspaper,4,"1,2,3,4",3,25 percent,169.35
17,Regular store,Large,No emphasis,6245-GDGHS,Female,Self,No,Weekly; similar items,No,1,"3,1,4,2",0,15 percent,76.81
17,Regular store,Large,No emphasis,6245-GDGHS,Female,Self,No,Weekly; similar items,No,2,"3,1,4,2",3,00 No value,72.64
17,Regular store,Large,No emphasis,6245-GDGHS,Female,Self,No,Weekly; similar items,No,3,"3,1,4,2",1,25 percent,75.92
17,Regular store,Large,No emphasis,6245-GDGHS,Female,Self,No,Weekly; similar items,No,4,"3,1,4,2",4,05 percent,73.73
17,Regular store,Large,No emphasis,4211-GIYMP,Male,Self and spouse,No,Biweekly; in bulk,From mailings,1,"3,1,4,2",0,15 percent,271.06
17,Regular store,Large,No emphasis,4211-GIYMP,Male,Self and spouse,No,Biweekly; in bulk,From mailings,2,"3,1,4,2",3,00 No value,0
17,Regular store,Large,No emphasis,4211-GIYMP,Male,Self and spouse,No,Biweekly; in bulk,From mailings,3,"3,1,4,2",1,25 percent,272.8
17,Regular store,Large,No emphasis,4211-GIYMP,Male,Self and spouse,No,Biweekly; in bulk,From mailings,4,"3,1,4,2",4,05 percent,0
17,Regular store,Large,No emphasis,8861-GBLCU,Female,Self and family,No,Weekly; similar items,From newspaper,1,"2,4,1,3",0,05 percent,148.89
17,Regular store,Large,No emphasis,8861-GBLCU,Female,Self and family,No,Weekly; similar items,From newspaper,2,"2,4,1,3",2,25 percent,144.84
17,Regular store,Large,No emphasis,8861-GBLCU,Female,Self and family,No,Weekly; similar items,From newspaper,3,"2,4,1,3",4,00 No value,138.48
17,Regular store,Large,No emphasis,8861-GBLCU,Female,Self and family,No,Weekly; similar items,From newspaper,4,"2,4,1,3",1,15 percent,146.27
18,Marketed as health food store,Medium,No emphasis,4646-JCSTY,Female,Self,No,Weekly; similar items,From newspaper,1,"4,3,2,1",0,25 percent,111.73
18,Marketed as health food store,Medium,No emphasis,4646-JCSTY,Female,Self,No,Weekly; similar items,From newspaper,2,"4,3,2,1",4,15 percent,98.12
18,Marketed as health food store,Medium,No emphasis,4646-JCSTY,Female,Self,No,Weekly; similar items,From newspaper,3,"4,3,2,1",3,05 percent,105.04
18,Marketed as health food store,Medium,No emphasis,4646-JCSTY,Female,Self,No,Weekly; similar items,From newspaper,4,"4,3,2,1",2,00 No value,91.9
18,Marketed as health food store,Medium,No emphasis,0771-UVDVH,Female,Self,Yes,Weekly; similar items,From both,1,"4,3,2,1",0,25 percent,115.42
18,Marketed as health food store,Medium,No emphasis,0771-UVDVH,Female,Self,Yes,Weekly; similar items,From both,2,"4,3,2,1",4,15 percent,107.68
18,Marketed as health food store,Medium,No emphasis,0771-UVDVH,Female,Self,Yes,Weekly; similar items,From both,3,"4,3,2,1",3,05 percent,103.04
18,Marketed as health food store,Medium,No emphasis,0771-UVDVH,Female,Self,Yes,Weekly; similar items,From both,4,"4,3,2,1",2,00 No value,99.75
18,Marketed as health food store,Medium,No emphasis,4767-DZOWZ,Female,Self and family,No,Biweekly; in bulk,No,1,"4,3,2,1",0,25 percent,219.72
18,Marketed as health food store,Medium,No emphasis,4767-DZOWZ,Female,Self and family,No,Biweekly; in bulk,No,2,"4,3,2,1",4,15 percent,9.82
18,Marketed as health food store,Medium,No emphasis,4767-DZOWZ,Female,Self and family,No,Biweekly; in bulk,No,3,"4,3,2,1",3,05 percent,216.56
18,Marketed as health food store,Medium,No emphasis,4767-DZOWZ,Female,Self and family,No,Biweekly; in bulk,No,4,"4,3,2,1",2,00 No value,0
18,Marketed as health food store,Medium,No emphasis,5389-POERV,Male,Self,No,Weekly; similar items,No,1,"1,2,3,4",0,00 No value,120.62
18,Marketed as health food store,Medium,No emphasis,5389-POERV,Male,Self,No,Weekly; similar items,No,2,"1,2,3,4",1,05 percent,122.97
18,Marketed as health food store,Medium,No emphasis,5389-POERV,Male,Self,No,Weekly; similar items,No,3,"1,2,3,4",2,15 percent,120.55
18,Marketed as health food store,Medium,No emphasis,5389-POERV,Male,Self,No,Weekly; similar items,No,4,"1,2,3,4",3,25 percent,121.96
18,Marketed as health food store,Medium,No emphasis,4325-FWOOU,Male,Self and spouse,No,Weekly; similar items,No,1,"1,2,3,4",0,00 No value,109.49
18,Marketed as health food store,Medium,No emphasis,4325-FWOOU,Male,Self and spouse,No,Weekly; similar items,No,2,"1,2,3,4",1,05 percent,115.58
18,Marketed as health food store,Medium,No emphasis,4325-FWOOU,Male,Self and spouse,No,Weekly; similar items,No,3,"1,2,3,4",2,15 percent,115.1
18,Marketed as health food store,Medium,No emphasis,4325-FWOOU,Male,Self and spouse,No,Weekly; similar items,No,4,"1,2,3,4",3,25 percent,110.08
18,Marketed as health food store,Medium,No emphasis,6338-EMHAS,Female,Self and spouse,No,Biweekly; in bulk,From mailings,1,"3,1,4,2",0,15 percent,242.93
18,Marketed as health food store,Medium,No emphasis,6338-EMHAS,Female,Self and spouse,No,Biweekly; in bulk,From mailings,2,"3,1,4,2",3,00 No value,15.01
18,Marketed as health food store,Medium,No emphasis,6338-EMHAS,Female,Self and spouse,No,Biweekly; in bulk,From mailings,3,"3,1,4,2",1,25 percent,243.61
18,Marketed as health food store,Medium,No emphasis,6338-EMHAS,Female,Self and spouse,No,Biweekly; in bulk,From mailings,4,"3,1,4,2",4,05 percent,0
19,Regular store,Small,Emphasizes produce,1459-CIXRI,Female,Self,No,Biweekly; in bulk,From newspaper,1,"4,3,2,1",0,25 percent,13.17
19,Regular store,Small,Emphasizes produce,1459-CIXRI,Female,Self,No,Biweekly; in bulk,From newspaper,2,"4,3,2,1",4,15 percent,189.35
19,Regular store,Small,Emphasizes produce,1459-CIXRI,Female,Self,No,Biweekly; in bulk,From newspaper,3,"4,3,2,1",3,05 percent,0
19,Regular store,Small,Emphasizes produce,1459-CIXRI,Female,Self,No,Biweekly; in bulk,From newspaper,4,"4,3,2,1",2,00 No value,163.69
19,Regular store,Small,Emphasizes produce,3760-PJZMF,Female,Self and spouse,No,Weekly; similar items,From mailings,1,"2,4,1,3",0,05 percent,110.04
19,Regular store,Small,Emphasizes produce,3760-PJZMF,Female,Self and spouse,No,Weekly; similar items,From mailings,2,"2,4,1,3",2,25 percent,109.22
19,Regular store,Small,Emphasizes produce,3760-PJZMF,Female,Self and spouse,No,Weekly; similar items,From mailings,3,"2,4,1,3",4,00 No value,91.62
19,Regular store,Small,Emphasizes produce,3760-PJZMF,Female,Self and spouse,No,Weekly; similar items,From mailings,4,"2,4,1,3",1,15 percent,119.27
19,Regular store,Small,Emphasizes produce,7988-RDQXZ,Female,Self and family,No,Often; what's on sale,No,1,"3,1,4,2",0,15 percent,148.54
19,Regular store,Small,Emphasizes produce,7988-RDQXZ,Female,Self and family,No,Often; what's on sale,No,2,"3,1,4,2",3,00 No value,134.8
19,Regular store,Small,Emphasizes produce,7988-RDQXZ,Female,Self and family,No,Often; what's on sale,No,3,"3,1,4,2",1,25 percent,142.93
19,Regular store,Small,Emphasizes produce,7988-RDQXZ,Female,Self and family,No,Often; what's on sale,No,4,"3,1,4,2",4,05 percent,132.1
19,Regular store,Small,Emphasizes produce,0427-DNZKE,Female,Self and spouse,No,Weekly; similar items,From mailings,1,"3,1,4,2",0,15 percent,135.88
19,Regular store,Small,Emphasizes produce,0427-DNZKE,Female,Self and spouse,No,Weekly; similar items,From mailings,2,"3,1,4,2",3,00 No value,104.92
19,Regular store,Small,Emphasizes produce,0427-DNZKE,Female,Self and spouse,No,Weekly; similar items,From mailings,3,"3,1,4,2",1,25 percent,141.39
19,Regular store,Small,Emphasizes produce,0427-DNZKE,Female,Self and spouse,No,Weekly; similar items,From mailings,4,"3,1,4,2",4,05 percent,120.2
19,Regular store,Small,Emphasizes produce,0644-AKKBN,Female,Self and family,No,Often; what's on sale,From both,1,"1,2,3,4",0,00 No value,183.34
19,Regular store,Small,Emphasizes produce,0644-AKKBN,Female,Self and family,No,Often; what's on sale,From both,2,"1,2,3,4",1,05 percent,200.1
19,Regular store,Small,Emphasizes produce,0644-AKKBN,Female,Self and family,No,Often; what's on sale,From both,3,"1,2,3,4",2,15 percent,196.18
19,Regular store,Small,Emphasizes produce,0644-AKKBN,Female,Self and family,No,Often; what's on sale,From both,4,"1,2,3,4",3,25 percent,225.12
19,Regular store,Small,Emphasizes produce,1831-IRDBE,Female,Self and spouse,No,Weekly; similar items,No,1,"3,1,4,2",0,15 percent,122.15
19,Regular store,Small,Emphasizes produce,1831-IRDBE,Female,Self and spouse,No,Weekly; similar items,No,2,"3,1,4,2",3,00 No value,126.35
19,Regular store,Small,Emphasizes produce,1831-IRDBE,Female,Self and spouse,No,Weekly; similar items,No,3,"3,1,4,2",1,25 percent,121.52
19,Regular store,Small,Emphasizes produce,1831-IRDBE,Female,Self and spouse,No,Weekly; similar items,No,4,"3,1,4,2",4,05 percent,122.98
19,Regular store,Small,Emphasizes produce,6270-GAFLL,Male,Self and spouse,No,Weekly; similar items,From mailings,1,"1,2,3,4",0,00 No value,133.77
19,Regular store,Small,Emphasizes produce,6270-GAFLL,Male,Self and spouse,No,Weekly; similar items,From mailings,2,"1,2,3,4",1,05 percent,129.39
19,Regular store,Small,Emphasizes produce,6270-GAFLL,Male,Self and spouse,No,Weekly; similar items,From mailings,3,"1,2,3,4",2,15 percent,153.64
19,Regular store,Small,Emphasizes produce,6270-GAFLL,Male,Self and spouse,No,Weekly; similar items,From mailings,4,"1,2,3,4",3,25 percent,149.69
19,Regular store,Small,Emphasizes produce,8819-THSYK,Male,Self and spouse,No,Weekly; similar items,From newspaper,1,"2,4,1,3",0,05 percent,140.6
19,Regular store,Small,Emphasizes produce,8819-THSYK,Male,Self and spouse,No,Weekly; similar items,From newspaper,2,"2,4,1,3",2,25 percent,131
19,Regular store,Small,Emphasizes produce,8819-THSYK,Male,Self and spouse,No,Weekly; similar items,From newspaper,3,"2,4,1,3",4,00 No value,126.36
19,Regular store,Small,Emphasizes produce,8819-THSYK,Male,Self and spouse,No,Weekly; similar items,From newspaper,4,"2,4,1,3",1,15 percent,132.02
19,Regular store,Small,Emphasizes produce,2496-IMEIQ,Male,Self,No,Often; what's on sale,From both,1,"2,4,1,3",0,05 percent,129.68
19,Regular store,Small,Emphasizes produce,2496-IMEIQ,Male,Self,No,Often; what's on sale,From both,2,"2,4,1,3",2,25 percent,135.91
19,Regular store,Small,Emphasizes produce,2496-IMEIQ,Male,Self,No,Often; what's on sale,From both,3,"2,4,1,3",4,00 No value,93.63
19,Regular store,Small,Emphasizes produce,2496-IMEIQ,Male,Self,No,Often; what's on sale,From both,4,"2,4,1,3",1,15 percent,140.95
20,Regular store,Large,No emphasis,4175-TYVAP,Female,Self and family,No,Often; what's on sale,From both,1,"1,2,3,4",0,00 No value,167.2
20,Regular store,Large,No emphasis,4175-TYVAP,Female,Self and family,No,Often; what's on sale,From both,2,"1,2,3,4",1,05 percent,180.82
20,Regular store,Large,No emphasis,4175-TYVAP,Female,Self and family,No,Often; what's on sale,From both,3,"1,2,3,4",2,15 percent,183.58
20,Regular store,Large,No emphasis,4175-TYVAP,Female,Self and family,No,Often; what's on sale,From both,4,"1,2,3,4",3,25 percent,196.59
20,Regular store,Large,No emphasis,1665-DFZQY,Male,Self,No,Weekly; similar items,From mailings,1,"2,4,1,3",0,05 percent,116.11
20,Regular store,Large,No emphasis,1665-DFZQY,Male,Self,No,Weekly; similar items,From mailings,2,"2,4,1,3",2,25 percent,122.35
20,Regular store,Large,No emphasis,1665-DFZQY,Male,Self,No,Weekly; similar items,From mailings,3,"2,4,1,3",4,00 No value,96.38
20,Regular store,Large,No emphasis,1665-DFZQY,Male,Self,No,Weekly; similar items,From mailings,4,"2,4,1,3",1,15 percent,110.32
20,Regular store,Large,No emphasis,3771-VEADK,Female,Self and family,No,Weekly; similar items,From both,1,"2,4,1,3",0,05 percent,184.6
20,Regular store,Large,No emphasis,3771-VEADK,Female,Self and family,No,Weekly; similar items,From both,2,"2,4,1,3",2,25 percent,188.18
20,Regular store,Large,No emphasis,3771-VEADK,Female,Self and family,No,Weekly; similar items,From both,3,"2,4,1,3",4,00 No value,191.83
20,Regular store,Large,No emphasis,3771-VEADK,Female,Self and family,No,Weekly; similar items,From both,4,"2,4,1,3",1,15 percent,189.23
20,Regular store,Large,No emphasis,2409-BTGNI,Male,Self,No,Biweekly; in bulk,From mailings,1,"4,3,2,1",0,25 percent,0
20,Regular store,Large,No emphasis,2409-BTGNI,Male,Self,No,Biweekly; in bulk,From mailings,2,"4,3,2,1",4,15 percent,176.78
20,Regular store,Large,No emphasis,2409-BTGNI,Male,Self,No,Biweekly; in bulk,From mailings,3,"4,3,2,1",3,05 percent,0
20,Regular store,Large,No emphasis,2409-BTGNI,Male,Self,No,Biweekly; in bulk,From mailings,4,"4,3,2,1",2,00 No value,170.33
20,Regular store,Large,No emphasis,4873-PREAN,Male,Self and spouse,No,Weekly; similar items,From newspaper,1,"4,3,2,1",0,25 percent,146.81
20,Regular store,Large,No emphasis,4873-PREAN,Male,Self and spouse,No,Weekly; similar items,From newspaper,2,"4,3,2,1",4,15 percent,123.92
20,Regular store,Large,No emphasis,4873-PREAN,Male,Self and spouse,No,Weekly; similar items,From newspaper,3,"4,3,2,1",3,05 percent,111.51
20,Regular store,Large,No emphasis,4873-PREAN,Male,Self and spouse,No,Weekly; similar items,From newspaper,4,"4,3,2,1",2,00 No value,102.22
20,Regular store,Large,No emphasis,6015-REFZX,Male,Self,No,Often; what's on sale,From mailings,1,"4,3,2,1",0,25 percent,113.81
20,Regular store,Large,No emphasis,6015-REFZX,Male,Self,No,Often; what's on sale,From mailings,2,"4,3,2,1",4,15 percent,101.7
20,Regular store,Large,No emphasis,6015-REFZX,Male,Self,No,Often; what's on sale,From mailings,3,"4,3,2,1",3,05 percent,93.72
20,Regular store,Large,No emphasis,6015-REFZX,Male,Self,No,Often; what's on sale,From mailings,4,"4,3,2,1",2,00 No value,95.5
20,Regular store,Large,No emphasis,6054-HZVHY,Male,Self and spouse,Yes,Biweekly; in bulk,From mailings,1,"3,1,4,2",0,15 percent,0
20,Regular store,Large,No emphasis,6054-HZVHY,Male,Self and spouse,Yes,Biweekly; in bulk,From mailings,2,"3,1,4,2",3,00 No value,204.9
20,Regular store,Large,No emphasis,6054-HZVHY,Male,Self and spouse,Yes,Biweekly; in bulk,From mailings,3,"3,1,4,2",1,25 percent,0
20,Regular store,Large,No emphasis,6054-HZVHY,Male,Self and spouse,Yes,Biweekly; in bulk,From mailings,4,"3,1,4,2",4,05 percent,228.09
20,Regular store,Large,No emphasis,0546-SHDQS,Female,Self and family,No,Weekly; similar items,No,1,"1,2,3,4",0,00 No value,94.88
20,Regular store,Large,No emphasis,0546-SHDQS,Female,Self and family,No,Weekly; similar items,No,2,"1,2,3,4",1,05 percent,104.58
20,Regular store,Large,No emphasis,0546-SHDQS,Female,Self and family,No,Weekly; similar items,No,3,"1,2,3,4",2,15 percent,94.57
20,Regular store,Large,No emphasis,0546-SHDQS,Female,Self and family,No,Weekly; similar items,No,4,"1,2,3,4",3,25 percent,102.26
21,Regular store,Large,Emphasizes bakery,0123-QLCIM,Female,Self and spouse,No,Weekly; similar items,From both,1,"3,1,4,2",0,15 percent,149.8
21,Regular store,Large,Emphasizes bakery,0123-QLCIM,Female,Self and spouse,No,Weekly; similar items,From both,2,"3,1,4,2",3,00 No value,125.74
21,Regular store,Large,Emphasizes bakery,0123-QLCIM,Female,Self and spouse,No,Weekly; similar items,From both,3,"3,1,4,2",1,25 percent,167.62
21,Regular store,Large,Emphasizes bakery,0123-QLCIM,Female,Self and spouse,No,Weekly; similar items,From both,4,"3,1,4,2",4,05 percent,126.62
21,Regular store,Large,Emphasizes bakery,3589-TVTEJ,Male,Self,No,Weekly; similar items,From both,1,"1,2,3,4",0,00 No value,93.17
21,Regular store,Large,Emphasizes bakery,3589-TVTEJ,Male,Self,No,Weekly; similar items,From both,2,"1,2,3,4",1,05 percent,106.14
21,Regular store,Large,Emphasizes bakery,3589-TVTEJ,Male,Self,No,Weekly; similar items,From both,3,"1,2,3,4",2,15 percent,105.6
21,Regular store,Large,Emphasizes bakery,3589-TVTEJ,Male,Self,No,Weekly; similar items,From both,4,"1,2,3,4",3,25 percent,112.05
21,Regular store,Large,Emphasizes bakery,0853-QTWRX,Female,Self,No,Weekly; similar items,No,1,"3,1,4,2",0,15 percent,93.43
21,Regular store,Large,Emphasizes bakery,0853-QTWRX,Female,Self,No,Weekly; similar items,No,2,"3,1,4,2",3,00 No value,106.37
21,Regular store,Large,Emphasizes bakery,0853-QTWRX,Female,Self,No,Weekly; similar items,No,3,"3,1,4,2",1,25 percent,95.41
21,Regular store,Large,Emphasizes bakery,0853-QTWRX,Female,Self,No,Weekly; similar items,No,4,"3,1,4,2",4,05 percent,92.47
21,Regular store,Large,Emphasizes bakery,2247-WEXGG,Male,Self,No,Weekly; similar items,From both,1,"3,1,4,2",0,15 percent,114.03
21,Regular store,Large,Emphasizes bakery,2247-WEXGG,Male,Self,No,Weekly; similar items,From both,2,"3,1,4,2",3,00 No value,86.61
21,Regular store,Large,Emphasizes bakery,2247-WEXGG,Male,Self,No,Weekly; similar items,From both,3,"3,1,4,2",1,25 percent,127.69
21,Regular store,Large,Emphasizes bakery,2247-WEXGG,Male,Self,No,Weekly; similar items,From both,4,"3,1,4,2",4,05 percent,89.81
21,Regular store,Large,Emphasizes bakery,7157-MULAJ,Female,Self,Yes,Weekly; similar items,From newspaper,1,"1,2,3,4",0,00 No value,114.91
21,Regular store,Large,Emphasizes bakery,7157-MULAJ,Female,Self,Yes,Weekly; similar items,From newspaper,2,"1,2,3,4",1,05 percent,119.13
21,Regular store,Large,Emphasizes bakery,7157-MULAJ,Female,Self,Yes,Weekly; similar items,From newspaper,3,"1,2,3,4",2,15 percent,114.69
21,Regular store,Large,Emphasizes bakery,7157-MULAJ,Female,Self,Yes,Weekly; similar items,From newspaper,4,"1,2,3,4",3,25 percent,121.9
21,Regular store,Large,Emphasizes bakery,0466-RFIYO,Male,Self and spouse,No,Often; what's on sale,From mailings,1,"4,3,2,1",0,25 percent,146.34
21,Regular store,Large,Emphasizes bakery,0466-RFIYO,Male,Self and spouse,No,Often; what's on sale,From mailings,2,"4,3,2,1",4,15 percent,126.48
21,Regular store,Large,Emphasizes bakery,0466-RFIYO,Male,Self and spouse,No,Often; what's on sale,From mailings,3,"4,3,2,1",3,05 percent,116.47
21,Regular store,Large,Emphasizes bakery,0466-RFIYO,Male,Self and spouse,No,Often; what's on sale,From mailings,4,"4,3,2,1",2,00 No value,118.24
22,Regular store,Medium,Emphasizes bakery,1821-NHKHV,Male,Self,Yes,Biweekly; in bulk,From both,1,"1,2,3,4",0,00 No value,7.42
22,Regular store,Medium,Emphasizes bakery,1821-NHKHV,Male,Self,Yes,Biweekly; in bulk,From both,2,"1,2,3,4",1,05 percent,191.55
22,Regular store,Medium,Emphasizes bakery,1821-NHKHV,Male,Self,Yes,Biweekly; in bulk,From both,3,"1,2,3,4",2,15 percent,0
22,Regular store,Medium,Emphasizes bakery,1821-NHKHV,Male,Self,Yes,Biweekly; in bulk,From both,4,"1,2,3,4",3,25 percent,207.88
22,Regular store,Medium,Emphasizes bakery,9678-QXIUO,Female,Self and spouse,No,Biweekly; in bulk,No,1,"1,2,3,4",0,00 No value,186.99
22,Regular store,Medium,Emphasizes bakery,9678-QXIUO,Female,Self and spouse,No,Biweekly; in bulk,No,2,"1,2,3,4",1,05 percent,0
22,Regular store,Medium,Emphasizes bakery,9678-QXIUO,Female,Self and spouse,No,Biweekly; in bulk,No,3,"1,2,3,4",2,15 percent,196.87
22,Regular store,Medium,Emphasizes bakery,9678-QXIUO,Female,Self and spouse,No,Biweekly; in bulk,No,4,"1,2,3,4",3,25 percent,0
22,Regular store,Medium,Emphasizes bakery,0139-OBVAG,Female,Self and spouse,Yes,Weekly; similar items,From mailings,1,"3,1,4,2",0,15 percent,125.72
22,Regular store,Medium,Emphasizes bakery,0139-OBVAG,Female,Self and spouse,Yes,Weekly; similar items,From mailings,2,"3,1,4,2",3,00 No value,118.01
22,Regular store,Medium,Emphasizes bakery,0139-OBVAG,Female,Self and spouse,Yes,Weekly; similar items,From mailings,3,"3,1,4,2",1,25 percent,121.72
