date,price,change,future_1m_index,Diff_future_1m_index,Ratio_future_1m_index,future_1m_up,future_1m_down,future_1m_up_2pct,future_1m_down_2pct,future_3m_index,Diff_future_3m_index,Ratio_future_3m_index,future_3m_up,future_3m_down,future_3m_up_2pct,future_3m_down_2pct,future_6m_index,Diff_future_6m_index,Ratio_future_6m_index,future_6m_up,future_6m_down,future_6m_up_2pct,future_6m_down_2pct,future_12m_index,Diff_future_12m_index,Ratio_future_12m_index,future_12m_up,future_12m_down,future_12m_up_2pct,future_12m_down_2pct,cnt_up,cnt_down,cnt_up_2pct,cnt_down_2pct
1996/8/11,871.604,-4.395,816.7344516,-54.86954839,-0.062952382,10,21,3,3,869.1274066,-2.476593407,-0.00284142,43,48,21,8,923.4336022,51.82960221,0.059464622,98,83,34,22,1070.876313,199.272313,0.228627121,209,152,71,47,0,1,0,0
1996/8/12,886.046,14.442,812.5744839,-73.47151613,-0.082920657,9,22,3,3,869.654033,-16.39196703,-0.018500131,43,48,21,8,923.8683867,37.82238674,0.042686708,98,83,34,22,1071.762759,185.716759,0.209601713,209,152,71,47,1,0,0,0
1996/8/13,874.805,-11.241,809.4862258,-65.31877419,-0.074666668,10,21,4,3,870.4034615,-4.401538462,-0.005031451,44,47,21,8,924.3652762,49.56027624,0.056652941,99,82,34,22,1072.680343,197.8753435,0.226193659,210,151,71,47,0,1,0,0
1996/8/14,871.645,-3.16,806.4999032,-65.14509677,-0.074738106,11,20,5,3,871.1603516,-0.484648352,-0.000556016,44,47,21,8,924.8796243,53.23462431,0.061073745,100,81,34,22,1073.606681,201.9616814,0.231701761,211,150,71,47,0,1,0,0
1996/8/15,865.827,-5.818,803.7012581,-62.12574194,-0.071753066,12,19,6,3,872.1203846,6.293384615,0.00726864,45,46,21,8,925.426116,59.59911602,0.068834901,101,80,34,22,1074.488277,208.661277,0.2409965,211,150,71,47,0,1,0,0
1996/8/16,853.87,-11.957,801.2632903,-52.60670968,-0.061609741,12,19,6,3,873.1858462,19.31584615,0.02262153,45,46,21,8,926.0386685,72.16866851,0.084519504,102,79,34,22,1075.299742,221.4297424,0.259324888,211,150,71,48,0,1,0,0
1996/8/17,853.87,-11.957,798.7668065,-55.10319355,-0.064533469,12,19,6,3,874.2513077,20.38130769,0.023869333,45,46,21,8,926.651221,72.78122099,0.085236887,103,78,34,22,1076.037296,222.1672964,0.260188666,211,150,71,49,0,1,0,0
1996/8/18,853.87,-11.957,795.763129,-58.10687097,-0.068051192,12,19,6,4,875.3167692,21.44676923,0.025117136,45,46,21,8,927.2637735,73.39377348,0.085954271,104,77,34,22,1076.907776,223.0377756,0.261208118,212,149,72,49,0,1,0,0
1996/8/19,835.209,-18.661,793.6305484,-41.57845161,-0.049782092,13,18,6,3,877.1791868,41.97018681,0.050251119,46,45,22,7,927.9794254,92.77042541,0.111074504,105,76,34,21,1077.76056,242.5515596,0.290408221,212,149,72,49,0,1,0,1
1996/8/20,822.442,-12.767,793.0852581,-29.35674194,-0.035694605,14,17,7,3,879.3057363,56.86373626,0.069140117,47,44,22,7,928.8631934,106.4211934,0.129396594,106,75,34,21,1078.648709,256.2067091,0.311519486,212,149,72,50,0,1,0,0
1996/8/21,833.606,11.164,792.1798387,-41.42616129,-0.049695133,14,17,8,3,881.2982527,47.69225275,0.057211984,46,45,22,7,929.2015414,95.59554144,0.114677127,105,76,34,22,1079.505934,245.8999335,0.294983402,211,150,72,51,1,0,0,0
1996/8/22,818.196,-15.41,791.7715161,-26.42448387,-0.032296032,15,16,9,3,882.6452527,64.44925275,0.078769944,46,45,22,8,929.9998564,111.8038564,0.136646789,106,75,35,22,1080.382493,262.1864931,0.320444604,211,150,72,51,0,1,0,0
1996/8/23,803.693,-14.503,793.3293548,-10.36364516,-0.01289503,16,15,10,3,884.2731538,80.58015385,0.100262356,47,44,22,8,930.8915083,127.1985083,0.158267533,107,74,35,22,1081.294438,277.6014377,0.345407311,211,150,72,51,0,1,0,0
1996/8/24,803.693,-14.503,794.8206774,-8.872322581,-0.011039442,16,15,10,3,885.9010549,82.20805495,0.102287882,48,43,22,8,932.0707238,128.3777238,0.159734779,108,73,36,22,1082.238886,278.5458864,0.346582447,212,149,72,51,0,1,0,0
1996/8/25,803.693,-14.503,795.8364194,-7.856580645,-0.009775599,16,15,10,3,887.528956,83.83595604,0.104313408,49,42,22,8,933.2499392,129.5569392,0.161202025,109,72,37,22,1083.238476,279.5454765,0.347826193,213,148,72,51,0,1,0,0
1996/8/26,773.068,-30.625,798.4685484,25.40054839,0.03285681,17,14,11,2,889.765022,116.697022,0.150953114,50,41,23,7,934.5983536,161.5303536,0.208947148,110,71,38,21,1084.343089,311.2750886,0.402649041,214,147,72,50,0,1,0,1
1996/8/27,787.467,14.399,801.309129,13.84212903,0.017578043,17,14,12,2,891.7443846,104.2773846,0.132421276,49,42,23,7,935.8254088,148.3584088,0.188399525,109,72,38,21,1085.407814,297.9408144,0.378353397,214,147,72,50,1,0,0,0
1996/8/28,796.839,9.372,803.8473871,7.008387097,0.008795236,17,14,13,2,893.7613297,96.92232967,0.121633517,49,42,23,7,937.0470608,140.2080608,0.175955319,109,72,38,21,1086.446579,289.6075789,0.363445538,214,147,72,50,1,0,0,0
1996/8/29,788.734,-8.105,806.6470968,17.91309677,0.022711201,18,13,14,2,896.002044,107.268044,0.136000279,50,41,23,7,938.3883867,149.6543867,0.189739997,110,71,38,21,1087.541765,298.8077645,0.378844787,215,146,72,50,0,1,0,0
1996/8/30,809.938,21.204,808.7628065,-1.175193548,-0.001450967,18,13,14,2,898.4526923,88.51469231,0.109285763,50,41,23,7,939.578232,129.640232,0.160061921,109,72,37,21,1088.605767,278.6677673,0.344060616,215,146,71,50,1,0,1,0
1996/8/31,809.938,21.204,810.8785161,0.940516129,0.00116122,18,13,14,2,900.9033407,90.96534066,0.112311486,50,41,23,7,940.8508011,130.9128011,0.161633114,109,72,36,21,1089.682152,279.7441524,0.345389588,215,146,70,50,1,0,1,0
1996/9/1,809.938,21.204,812.9942258,3.056225806,0.003773407,18,13,14,2,903.353989,93.41598901,0.11533721,50,41,23,7,942.1233702,132.1853702,0.163204307,109,72,35,21,1090.801139,280.8631385,0.346771158,215,146,69,50,1,0,1,0
1996/9/2,804.778,-5.16,814.9525484,10.17454839,0.012642677,18,13,14,2,906.9775604,102.1995604,0.126990997,51,40,24,7,943.4244475,138.6464475,0.172279122,110,71,35,21,1091.954285,287.1762853,0.356839135,216,145,69,50,0,1,0,0
1996/9/3,800.223,-4.555,816.9924194,16.76941935,0.020955933,18,13,14,2,910.5244396,110.3014396,0.137838377,51,40,24,7,944.8765028,144.6535028,0.18076649,111,70,36,21,1093.12005,292.8970499,0.366019284,217,144,69,50,0,1,0,0
1996/9/4,812.015,11.792,818.6519032,6.636903226,0.008173375,17,14,14,2,914.4574615,102.4424615,0.126158336,51,40,25,7,946.2916851,134.2766851,0.165362321,111,70,36,21,1094.25315,282.2381496,0.347577507,217,144,69,50,1,0,0,0
1996/9/5,814.383,2.368,820.235,5.852,0.007185808,16,15,14,2,918.8277692,104.4447692,0.128250184,51,40,26,7,947.6052983,133.2222983,0.163586787,110,71,36,21,1095.404069,281.0210693,0.345072367,217,144,69,50,1,0,0,0
1996/9/6,801.234,-13.149,822.2810968,21.04709677,0.026268352,17,14,14,2,923.3514505,122.1174505,0.152411718,52,39,26,7,949.1406575,147.9066575,0.184598579,111,70,37,21,1096.581546,295.3475457,0.368615842,217,144,69,50,0,1,0,0
1996/9/7,801.234,-13.149,824.7447419,23.51074194,0.029343166,18,13,14,2,927.8751319,126.6411319,0.158057611,53,38,26,7,950.6682044,149.4342044,0.186505071,111,70,37,21,1097.799235,296.5652355,0.37013561,218,143,69,50,0,1,0,0
1996/9/8,801.234,-13.149,827.0923871,25.8583871,0.032273202,18,13,14,2,932.3988132,131.1648132,0.163703504,54,37,26,7,952.1957514,150.9617514,0.188411564,111,70,37,21,1099.04595,297.8119501,0.371691603,219,142,69,50,0,1,0,0
1996/9/9,793.586,-7.648,830.6571935,37.07119355,0.046713518,19,12,15,2,937.3886154,143.8026154,0.181206089,55,36,27,7,953.7655525,160.1795525,0.201842715,111,70,37,21,1100.314548,306.7285485,0.386509526,220,141,69,50,0,1,0,0
1996/9/10,764.449,-29.137,835.3489677,70.89996774,0.092746498,20,11,15,1,942.5073516,178.0583516,0.232923781,55,36,27,6,955.6176519,191.1686519,0.250073781,112,69,37,20,1101.663859,337.2148587,0.44112146,221,140,69,49,0,1,0,1
1996/9/11,769.245,4.796,839.8860323,70.64103226,0.091831643,20,11,15,1,947.7343297,178.4893297,0.232031836,55,36,27,6,957.4988011,188.2538011,0.244725414,112,69,37,20,1102.999884,333.7548837,0.433873322,221,140,69,49,1,0,0,0
1996/9/12,757.087,-12.158,844.8152903,87.72829032,0.115876102,21,10,15,1,952.3502527,195.2632527,0.257913889,55,36,27,7,959.5378895,202.4508895,0.267407695,113,68,37,20,1104.379778,347.2927784,0.458722417,222,139,69,49,0,1,0,0
1996/9/13,779.069,21.982,850.0319677,70.96296774,0.091086884,21,10,15,1,955.9872747,176.9182747,0.227089352,54,37,26,8,961.4064641,182.3374641,0.234045334,112,69,36,20,1105.63174,326.5627396,0.419170497,221,140,68,49,1,0,1,0
1996/9/14,779.069,21.982,855.1359677,76.06696774,0.097638294,20,11,14,1,959.6242967,180.5552967,0.231757773,53,38,25,9,963.322105,184.253105,0.236504218,112,69,35,20,1106.952992,327.8839917,0.420866434,221,140,67,49,1,0,1,0
1996/9/15,779.069,21.982,860.1299677,81.06096774,0.104048509,19,12,13,1,963.2613187,184.1923187,0.236426194,52,39,24,10,965.2377459,186.1687459,0.238963103,112,69,34,20,1108.237324,329.1683241,0.422514981,220,141,66,49,1,0,1,0
1996/9/16,778.293,-0.776,865.7438065,87.45080645,0.112362319,20,11,13,1,965.6979011,187.4049011,0.240789653,52,39,24,11,967.157674,188.864674,0.242665261,113,68,34,20,1109.429579,331.1365789,0.42546519,220,141,66,50,0,1,0,0
1996/9/17,776.479,-1.814,871.0164839,94.53748387,0.121751501,20,11,13,1,967.1165824,190.6375824,0.245515439,52,39,24,12,969.2681547,192.7891547,0.248286373,114,67,35,20,1110.626859,334.1478587,0.430337277,220,141,66,51,0,1,0,0
1996/9/18,760.756,-15.723,876.7963548,116.0403548,0.152532947,20,11,13,0,969.445967,208.689967,0.274319186,53,38,25,11,971.4884751,210.7324751,0.277004026,115,66,35,19,1111.867693,351.1116925,0.461529968,220,141,66,51,0,1,0,1
1996/9/19,769.099,8.343,882.3070968,113.2080968,0.14719574,19,12,13,0,970.9110659,201.8120659,0.262400635,52,39,25,12,973.6551381,204.5561381,0.26596854,114,67,35,19,1113.003945,343.9049446,0.447153025,219,142,66,52,1,0,0,0
1996/9/20,805.538,36.439,887.4314194,81.89341935,0.101663012,19,12,13,0,971.7868901,166.2488901,0.20638243,51,40,24,12,975.3964696,169.8584696,0.210863385,113,68,34,20,1114.061235,308.5232355,0.383002708,219,142,65,52,1,0,1,0
1996/9/21,805.538,36.439,892.9453871,87.4073871,0.108508087,19,12,12,0,972.6627143,167.1247143,0.207469684,50,41,23,12,977.3944254,171.8564254,0.21334366,113,68,34,20,1115.064058,309.5260582,0.384247619,218,143,64,52,1,0,1,0
1996/9/22,805.538,36.439,899.5678387,94.02983871,0.11672924,19,12,12,0,973.5385385,168.0005385,0.208556938,49,42,22,12,979.3923812,173.8543812,0.215823935,113,68,34,20,1116.080202,310.5422022,0.385509066,218,143,63,52,1,0,1,0
1996/9/23,851.986,46.448,904.5977742,52.61177419,0.061751923,18,13,11,0,974.0882967,122.1022967,0.14331491,49,42,21,12,981.1337182,129.1477182,0.15158432,113,68,34,20,1117.001352,265.0153518,0.311055994,218,143,62,52,1,0,1,0
1996/9/24,849.924,-2.062,909.8477097,59.92370968,0.070504786,19,12,11,0,974.2603077,124.3363077,0.146291089,49,42,21,13,983.0221602,133.0981602,0.156600073,114,67,35,20,1117.928213,268.0042133,0.315327268,219,142,62,52,0,1,0,0
1996/9/25,835.181,-14.743,915.5732258,80.39222581,0.096257249,20,11,11,0,974.9196044,139.7386044,0.167315354,50,41,22,13,985.0258232,149.8448232,0.179415987,115,66,35,20,1118.895914,283.7149141,0.339704704,220,141,62,52,0,1,0,0
1996/9/26,854.664,19.483,920.6702581,66.00625806,0.077230652,20,11,10,0,975.6841209,121.0201209,0.141599647,50,41,22,13,987.0183315,132.3543315,0.154861245,115,66,34,20,1119.586524,264.9225235,0.309972719,219,142,61,53,1,0,1,0
1996/9/27,875.525,20.861,925.423129,49.89812903,0.056992238,20,11,9,0,976.1986593,100.6736593,0.114986619,49,42,21,13,988.889779,113.364779,0.129482058,114,67,33,20,1120.047576,244.5225762,0.279286801,218,143,60,54,1,0,1,0
1996/9/28,875.525,20.861,930.0035484,54.47854839,0.062223864,19,12,8,0,976.7131978,101.1881978,0.11557431,48,43,20,13,990.6971989,115.1721989,0.131546442,113,68,32,20,1120.697125,245.1721247,0.280028697,218,143,60,54,1,0,1,0
1996/9/29,875.525,20.861,932.6943226,57.16932258,0.06529719,18,13,7,1,977.2277363,101.7027363,0.116162001,47,44,19,13,992.5046188,116.9796188,0.133610826,112,69,31,20,1121.366058,245.8410582,0.280792734,218,143,59,54,1,0,1,0
1996/9/30,875.525,20.861,935.9583548,60.43335484,0.069025276,18,13,6,1,977.8726593,102.3476593,0.116898614,47,44,18,13,994.3120387,118.7870387,0.135675211,111,70,30,20,1122.01456,246.4895596,0.281533434,217,144,58,54,1,0,1,0
1996/10/1,875.525,20.861,937.7410645,62.21606452,0.071061437,17,14,5,2,978.3286264,102.8036264,0.117419407,46,45,17,13,996.2959724,120.7709724,0.137941204,111,70,30,20,1122.663061,247.1380609,0.282274134,216,145,57,54,1,0,1,0
1996/10/2,875.525,20.861,939.5237742,63.99877419,0.073097598,16,15,4,3,978.7845934,103.2595934,0.1179402,45,46,16,13,998.315326,122.790326,0.140247653,111,70,29,20,1123.311562,247.7865623,0.283014834,215,146,56,54,1,0,1,0
1996/10/3,865.486,-10.039,941.6303226,76.14432258,0.087978688,16,15,4,4,979.3774396,113.8914396,0.131592469,46,45,16,13,1000.35047,134.8644696,0.155825131,111,70,29,20,1123.917064,258.4310637,0.298596469,215,146,56,55,0,1,0,0
1996/10/4,863.459,-2.027,944.2644516,80.80545161,0.093583426,17,14,4,4,979.7747363,116.3157363,0.134709044,46,45,16,14,1002.464122,139.0051215,0.16098636,112,69,29,20,1124.565053,261.1060526,0.302395427,216,145,56,55,0,1,0,0
1996/10/5,863.459,-2.027,946.3473548,82.88835484,0.095995704,17,14,4,4,980.172033,116.713033,0.135169166,46,45,16,15,1004.660276,141.2012762,0.163529798,113,68,29,20,1125.213042,261.7540416,0.303145884,217,144,56,55,0,1,0,0
1996/10/6,863.459,-2.027,948.0116129,84.5526129,0.097923136,17,14,4,4,980.5693297,117.1103297,0.135629288,46,45,16,16,1006.856431,143.3974309,0.166073237,114,67,29,20,1125.86103,262.4020305,0.303896341,218,143,56,55,0,1,0,0
1996/10/7,864.663,1.204,950.0592903,85.39629032,0.098762512,17,14,4,4,980.6993516,116.0363516,0.134198354,45,46,16,17,1009.045934,144.3829337,0.166981742,114,67,29,20,1126.505684,261.8426842,0.302826285,218,143,56,55,1,0,0,0
1996/10/8,877.607,12.944,951.4162903,73.80929032,0.084102896,16,15,4,4,980.9253297,103.3183297,0.117727331,45,46,17,17,1011.24926,133.6422597,0.152280303,114,67,29,20,1127.114482,249.507482,0.284304344,218,143,56,55,1,0,0,0
1996/10/9,874.011,-3.596,952.8892903,78.87829032,0.090248624,16,15,4,4,981.1714505,107.1604505,0.122607668,45,46,17,17,1013.311431,139.3004309,0.159380638,114,67,29,21,1127.733241,253.722241,0.290296393,219,142,56,55,0,1,0,0
1996/10/10,904.095,30.084,953.3918387,49.29683871,0.054526171,15,16,3,4,981.2030989,77.1080989,0.085287607,45,46,16,17,1015.426094,111.3310939,0.123140924,114,67,29,21,1128.272875,224.1778753,0.247958318,219,142,55,55,1,0,1,0
1996/10/11,909.894,5.799,954.1684516,44.27445161,0.048658911,15,16,3,4,981.2965824,71.40258242,0.078473517,45,46,16,17,1017.481326,107.587326,0.118241604,113,68,29,21,1128.806612,218.9126122,0.240591335,219,142,55,55,1,0,0,0
1996/10/12,909.894,5.799,955.2364839,45.34248387,0.04983271,15,16,3,4,981.3900659,71.49606593,0.078576258,45,46,16,17,1019.517961,109.6239613,0.120479925,112,69,29,21,1129.429809,219.5358089,0.241276246,219,142,56,55,1,0,0,0
1996/10/13,909.894,5.799,956.2244839,46.33048387,0.050918551,14,17,3,4,981.4835495,71.58954945,0.078678999,45,46,16,17,1021.554597,111.6605967,0.122718247,111,70,29,21,1130.018651,220.124651,0.241923401,218,143,56,55,1,0,0,0
1996/10/14,940.786,30.892,956.6246129,15.8386129,0.016835511,14,17,2,4,981.3597582,40.57375824,0.043127511,45,46,15,17,1023.420558,82.63455801,0.087835659,110,71,28,21,1130.544964,189.758964,0.201702581,218,143,55,55,1,0,1,0
1996/10/15,937.293,-3.493,957.0611935,19.76819355,0.02109073,14,17,2,4,981.0362088,43.74320879,0.046669727,45,46,15,18,1025.517945,88.22494475,0.094127391,111,70,29,21,1131.080953,193.7879529,0.206752801,219,142,55,55,0,1,0,0
1996/10/16,933.883,-3.41,957.6077742,23.72477419,0.02540444,14,17,2,4,980.8475824,46.96458242,0.050289578,46,45,15,18,1027.678569,93.79556906,0.100436103,112,69,29,21,1131.626388,197.7433878,0.211743214,220,141,55,55,0,1,0,0
1996/10/17,952.322,18.439,957.5595484,5.237548387,0.005499766,13,18,2,4,980.4375165,28.11551648,0.02952312,45,46,15,18,1029.752945,77.43094475,0.081307525,112,69,29,21,1132.090363,179.7683629,0.188768466,219,142,55,55,1,0,0,0
1996/10/18,939.932,-12.39,959.6484839,19.71648387,0.0209765,14,17,3,4,980.2168462,40.28484615,0.04285932,46,45,15,18,1031.871381,91.93938122,0.097814928,112,69,29,21,1132.583427,192.6514266,0.204963153,219,142,55,55,0,1,0,0
1996/10/19,939.932,-12.39,962.1009355,22.16893548,0.02358568,15,16,3,4,979.9961758,40.06417582,0.042624547,47,44,15,18,1034.070834,94.13883425,0.100154941,113,68,29,21,1133.098247,193.1662465,0.205510874,220,141,55,55,0,1,0,0
1996/10/20,939.932,-12.39,964.5200645,24.58806452,0.026159408,15,16,3,4,979.7755055,39.84350549,0.042389774,48,43,15,18,1036.270287,96.33828729,0.102494954,114,67,29,21,1133.681003,193.7490028,0.206130872,221,140,56,55,0,1,0,0
1996/10/21,964.392,24.46,963.7581613,-0.63383871,-0.000657242,14,17,2,5,979.4336154,15.04161538,0.015596993,48,43,14,18,1038.334602,73.94260221,0.076672766,114,67,28,21,1134.268529,169.8765291,0.176148837,221,140,56,55,1,0,1,0
1996/10/22,976.471,12.079,962.9633548,-13.50764516,-0.013833125,14,17,2,5,978.9131978,2.442197802,0.002501045,47,44,14,18,1040.465011,63.99401105,0.065536008,114,67,28,21,1134.822596,158.3515956,0.162167228,221,140,57,55,1,0,0,0
1996/10/23,1010.834,34.363,961.0600645,-49.77393548,-0.049240464,14,17,1,5,978.1615714,-32.67242857,-0.032322249,47,44,13,18,1042.424475,31.59047514,0.031251892,114,67,27,21,1135.281474,124.4474737,0.12311366,221,140,57,55,1,0,1,0
1996/10/24,1007.914,-2.92,959.2509677,-48.66303226,-0.048280937,15,16,1,5,977.479,-30.435,-0.030196029,48,43,13,18,1044.473801,36.5598011,0.036272739,115,66,27,21,1135.778576,127.8645762,0.126860601,222,139,57,55,0,1,0,0
1996/10/25,1012.672,4.758,958.0857419,-54.58625806,-0.053903197,15,16,2,5,976.8333516,-35.83864835,-0.035390184,48,43,13,18,1046.50479,33.83279006,0.033409426,115,66,27,21,1136.27497,123.6029695,0.122056272,222,139,57,55,1,0,0,0
1996/10/26,1012.672,4.758,956.6314516,-56.04054839,-0.055339289,14,17,2,5,976.1877033,-36.4842967,-0.036027753,48,43,13,18,1048.451215,35.77921547,0.035331495,114,67,27,21,1136.731612,124.0596122,0.122507201,221,140,57,55,1,0,0,0
1996/10/27,1012.672,4.758,955.5898065,-57.08219355,-0.0563679,14,17,2,5,975.5420549,-37.12994505,-0.036665322,48,43,13,18,1050.397641,37.72564088,0.037253564,113,68,27,21,1137.176742,124.5047424,0.122946761,220,141,57,55,1,0,0,0
1996/10/28,1022.864,10.192,954.6148065,-68.24919355,-0.066723625,14,17,2,5,974.8408791,-48.02312088,-0.046949664,48,43,13,18,1052.287757,29.42375691,0.02876605,112,69,27,21,1137.60733,114.7433296,0.112178481,220,141,57,55,1,0,0,0
1996/10/29,1017.518,-5.346,955.1125161,-62.40548387,-0.061331086,15,16,3,5,974.1682747,-43.34972527,-0.042603399,48,43,13,18,1054.135707,36.61770718,0.035987282,112,69,27,21,1138.052726,120.5347258,0.118459551,221,140,57,55,0,1,0,0
1996/10/30,958.939,-58.579,957.499871,-1.439129032,-0.001500751,16,15,4,4,974.203033,15.26403297,0.015917627,49,42,13,17,1056.444166,97.50516575,0.101680259,113,68,27,20,1138.660391,179.7213906,0.187416917,222,139,57,54,0,1,0,1
1996/10/31,976.71,17.771,959.3139677,-17.39603226,-0.017810847,16,15,5,4,974.0212857,-2.688714286,-0.002752828,48,43,13,17,1058.748249,82.03824862,0.08399448,113,68,27,20,1139.378166,162.6681662,0.166547047,222,139,58,54,1,0,0,0
1996/11/1,930.789,-45.921,965.8860323,35.09703226,0.037706754,17,14,6,3,974.3943956,43.6053956,0.046847777,49,42,13,16,1061.306039,130.5170387,0.140221939,114,67,27,19,1140.062751,209.2737507,0.224834791,222,139,58,54,0,1,0,1
1996/11/2,930.789,-45.921,972.0860323,41.29703226,0.04436777,17,14,6,2,974.7675055,43.97850549,0.04724863,50,41,13,15,1063.863829,133.0748287,0.14296992,115,66,27,18,1140.764404,209.9754044,0.225588618,223,138,58,53,0,1,0,1
1996/11/3,930.789,-45.921,979.7999355,49.01093548,0.052655259,18,13,7,1,975.1406154,44.35161538,0.047649484,51,40,13,14,1066.421619,135.6326188,0.1457179,116,65,27,17,1141.440463,210.6514626,0.226314946,223,138,58,52,0,1,0,1
1996/11/4,945.117,14.328,988.4116774,43.29467742,0.045808802,18,13,8,1,975.3562747,30.23927473,0.031995271,51,40,13,14,1068.900249,123.7832486,0.130971349,116,65,27,17,1142.092197,196.9751967,0.208413558,223,138,58,52,1,0,0,0
1996/11/5,928.029,-17.088,997.6007097,69.57170968,0.074967172,19,12,8,1,975.7597143,47.73071429,0.051432352,52,39,13,14,1071.778133,143.7491326,0.154897242,117,64,28,17,1142.791266,214.7622659,0.231417624,224,137,58,52,0,1,0,0
1996/11/6,915.051,-12.978,1007.208387,92.1573871,0.100712842,20,11,8,1,976.3057692,61.25476923,0.066941372,53,38,13,14,1074.915934,159.8649337,0.174706037,118,63,29,17,1143.526285,228.4752853,0.249685848,225,136,58,52,0,1,0,0
1996/11/7,928.141,13.09,1016.393806,88.25280645,0.09508556,20,11,8,1,976.707978,48.56697802,0.052327155,53,38,13,14,1078.050276,149.9092762,0.161515628,118,63,29,17,1144.226321,216.0853213,0.232815188,225,136,58,52,1,0,0,0
1996/11/8,919.674,-8.467,1026.973935,107.2999355,0.116671707,21,10,9,1,977.2032308,57.52923077,0.062553938,54,37,13,14,1080.732652,161.0586519,0.175125808,118,63,29,18,1144.960465,225.2864654,0.244963395,226,135,58,52,0,1,0,0
1996/11/9,919.674,-8.467,1036.992645,117.3186452,0.127565469,21,10,9,1,977.6984835,58.02448352,0.063092447,55,36,13,14,1083.757807,164.0838066,0.178415185,119,62,30,18,1145.720476,226.0464765,0.245789787,227,134,58,52,0,1,0,0
1996/11/10,919.674,-8.467,1047.483806,127.8098065,0.138972947,22,9,9,1,978.1937363,58.51973626,0.063630956,56,35,13,14,1086.782961,167.1089613,0.181704562,120,61,31,18,1146.444712,226.7707119,0.246577278,227,134,58,52,0,1,0,0
1996/11/11,933.969,14.295,1055.327903,121.3589032,0.129938899,21,10,9,2,978.5319011,44.5629011,0.047713469,56,35,13,14,1089.729138,155.7601381,0.166772278,120,61,32,18,1147.16818,213.1991801,0.228272223,227,134,58,52,1,0,0,0
1996/11/12,943.003,9.034,1060.716129,117.713129,0.124827948,20,11,9,3,978.7707912,35.76779121,0.037929669,56,35,13,14,1092.808669,149.8056685,0.158860225,120,61,33,18,1147.866623,204.8636233,0.217245993,227,134,58,52,1,0,0,0
1996/11/13,940.522,-2.481,1066.184387,125.6623871,0.133609195,20,11,9,4,979.0369451,38.51494505,0.040950605,57,34,13,14,1095.70237,155.1803702,0.164993876,120,61,33,19,1148.571939,208.0499391,0.221206882,228,133,58,52,0,1,0,0
1996/11/14,953.19,12.668,1071.244,118.054,0.123851488,19,12,9,5,979.1638901,25.97389011,0.027249436,57,34,13,14,1098.056127,144.8661271,0.151980326,119,62,33,20,1149.216244,196.0262438,0.205652854,227,134,58,52,1,0,0,0
1996/11/15,950.827,-2.363,1072.830935,122.0039355,0.128313495,19,12,9,6,979.3168022,28.4898022,0.029963182,58,33,13,14,1100.635392,149.8083923,0.157555888,120,61,34,20,1149.869449,199.0424488,0.209336134,228,133,58,52,0,1,0,0
1996/11/16,950.827,-2.363,1071.371323,120.5443226,0.126778397,19,12,9,7,979.4697143,28.64271429,0.030124002,59,32,13,14,1102.652486,151.8254862,0.159677298,120,61,34,21,1150.48818,199.6611801,0.209986864,228,133,58,52,0,1,0,0
1996/11/17,950.827,-2.363,1072.077871,121.250871,0.127521485,20,11,10,7,979.6226264,28.79562637,0.030284822,60,31,13,14,1104.66958,153.8425801,0.161798708,120,61,34,22,1151.136925,200.3099252,0.21066916,229,132,58,52,0,1,0,0
1996/11/18,1004.689,53.862,1068.778968,64.08996774,0.063790852,19,12,9,8,979.3777363,-25.31126374,-0.025193133,60,31,12,14,1106.389094,101.7000939,0.101225448,119,62,33,23,1151.671947,146.9829474,0.146296961,229,132,57,52,1,0,1,0
1996/11/19,1015.958,11.269,1064.562194,48.60419355,0.047840751,18,13,9,8,978.0468462,-37.91115385,-0.03731567,59,32,12,15,1108.204856,92.24685635,0.090797903,119,62,34,23,1152.175753,136.2177535,0.134078135,229,132,57,52,1,0,0,0
1996/11/20,1014.925,-1.033,1060.378742,45.45374194,0.044785321,18,13,9,8,977.4728462,-37.45215385,-0.0369014,60,31,13,15,1110.228006,95.30300552,0.093901525,120,61,35,23,1152.682421,137.7574211,0.135731627,230,131,57,52,0,1,0,0
1996/11/21,940.773,-74.152,1058.58729,117.8142903,0.125231369,18,13,9,7,977.739978,36.96697802,0.039294259,61,30,13,14,1112.515901,171.7429006,0.182555091,120,61,35,22,1153.376493,212.6034931,0.22598809,230,131,57,51,0,1,0,1
1996/11/22,951.832,11.059,1056.980258,105.1482581,0.110469345,18,13,9,7,978.4575495,26.62554945,0.027972951,61,30,14,14,1114.081597,162.2495967,0.17046033,119,62,35,23,1154.017814,202.1858144,0.212417543,229,132,57,51,1,0,0,0
1996/11/23,951.832,11.059,1054.197839,102.3658387,0.10754612,17,14,9,8,979.1751209,27.34312088,0.028726835,61,30,15,14,1115.752503,163.9205028,0.172215793,119,62,35,23,1154.654366,202.8223657,0.213086307,228,133,57,51,1,0,0,0
1996/11/24,951.832,11.059,1052.370258,100.5382581,0.105626054,17,14,10,8,979.8926923,28.06069231,0.02948072,61,30,16,14,1117.423409,165.5914088,0.173971256,119,62,35,23,1155.265432,203.4334321,0.213728297,227,134,57,51,1,0,0,0
1996/11/25,976.55,24.718,1050.682677,74.13267742,0.075912833,17,14,10,8,980.2554835,3.705483516,0.003794464,60,31,15,14,1118.957751,142.4077514,0.145827404,119,62,34,23,1155.769601,179.2196011,0.183523221,226,135,56,51,1,0,1,0
