customer_id,age,age_youngest_child,debt_equity,gender,bad_payment,gold_card,pension_plan,household_debt_to_equity_ratio,income,members_in_household,months_current_account,months_customer,call_center_contacts,loan_accounts,number_products,number_transactions,non_worker_percentage,white_collar_percentage,rfm_score,Mortgage,Pension,Savings
62164,29,0,29,1,0,0,0,59,55496,3,22,24,2,0,4,3,12,27,12.187999999999999,0,0,0
62168,35,3,35,1,1,1,0,79,55489,5,29,36,1,7,1,1,12,8,8.317,1,1,0
62171,26,0,26,1,0,0,0,53,55519,4,40,48,2,0,0,0,8,38,0.0,0,0,0
62173,42,15,42,0,0,0,0,57,55548,6,11,24,2,0,0,0,8,33,0.0,0,0,1
62174,31,2,31,0,0,0,0,81,55510,2,-2,0,2,0,0,0,7,11,0.0,0,0,0
62180,41,13,41,1,0,0,0,63,55492,2,22,24,1,2,0,8,3,33,15.620999999999999,0,1,0
62180,41,13,41,1,0,0,0,63,55492,2,22,24,1,2,0,8,3,33,15.620999999999999,0,0,1
62182,39,7,39,0,0,1,0,63,55492,2,33,36,1,3,0,0,3,33,0.0,0,0,0
62188,41,15,41,0,0,0,0,56,55499,2,12,24,2,1,2,1,10,32,7.261,0,0,0
62188,41,15,41,0,0,0,0,56,55499,2,12,24,2,1,2,1,10,32,7.261,0,0,0
62194,58,26,58,0,0,0,0,46,55460,5,6,12,4,0,0,0,14,38,0.0,0,0,1
62198,43,14,43,0,0,0,0,27,55464,5,22,24,7,1,4,3,15,56,10.082,0,0,1
62199,58,29,58,1,0,0,0,66,55461,6,-4,0,0,1,2,0,7,26,0.0,0,0,1
62204,11,0,11,0,0,0,0,47,55516,3,6,12,3,0,0,0,6,45,0.0,0,0,0
62207,36,9,36,0,0,0,0,56,55455,3,36,48,2,1,0,0,9,33,0.0,0,0,0
62213,38,9,38,0,0,0,0,40,55490,7,33,36,5,2,1,1,11,48,10.466,1,0,1
62214,40,9,40,0,0,0,0,58,55523,7,31,36,2,4,3,2,10,31,9.294,1,1,1
62217,18,0,18,0,0,0,0,57,55550,7,31,36,2,0,1,1,8,33,11.216,0,0,1
62268,34,3,34,1,0,0,0,53,55519,4,15,24,3,0,2,24,11,35,31.705,0,0,1
62272,51,22,51,0,0,0,0,48,55526,1,21,24,3,5,0,0,19,32,0.0,0,0,0
62274,38,10,38,0,0,0,0,57,55459,7,40,48,2,4,0,0,11,31,0.0,1,0,1
62285,24,0,24,1,0,0,0,52,55518,4,32,36,3,4,3,10,8,38,16.654,0,0,1
62288,66,37,66,1,0,1,0,31,55469,1,21,24,6,0,0,0,13,54,0.0,0,0,1
62295,58,29,58,0,0,0,0,58,55499,5,28,36,2,0,0,0,15,25,0.0,0,0,0
62303,30,0,30,1,0,0,0,56,55459,3,-5,0,2,1,1,0,13,30,0.0,0,0,0
62306,21,0,21,0,0,0,0,57,55458,3,41,48,2,2,0,0,4,38,0.0,0,0,1
62310,12,0,12,0,0,0,0,64,55488,4,13,24,1,1,0,0,11,24,0.0,0,0,0
62328,45,14,45,0,0,0,0,59,55530,6,29,36,2,0,2,1,8,31,7.5360000000000005,0,0,0
62328,45,14,45,0,0,0,0,59,55530,6,29,36,2,0,2,1,8,31,7.5360000000000005,0,0,1
62340,33,8,33,0,0,0,0,70,55452,7,29,36,0,2,2,1,11,18,7.846,1,0,1
62349,38,7,38,0,0,0,0,55,55505,5,17,24,2,2,0,0,11,32,0.0,0,0,0
62354,29,0,29,0,0,0,0,59,55457,7,11,24,2,0,0,0,15,25,0.0,0,0,0
62376,54,21,54,1,0,0,0,47,55523,6,8,12,4,1,3,17,14,38,25.123,0,1,1
62379,38,10,38,1,0,0,0,49,55457,7,22,24,3,1,4,2,17,32,10.437999999999999,0,0,0
62381,42,9,42,1,0,0,0,61,55543,2,36,48,1,0,5,3,10,27,10.77,0,0,0
62381,42,9,42,1,0,0,0,61,55543,2,36,48,1,0,5,3,10,27,10.77,0,1,1
62389,40,13,40,1,0,0,0,62,55520,4,10,12,1,0,4,3,14,23,10.071,0,0,0
62396,43,14,43,1,0,0,0,36,55497,2,31,36,5,4,3,1,15,48,10.007,0,0,1
62397,37,3,37,0,0,0,0,36,55497,2,35,48,5,4,3,2,15,48,8.411,0,0,0
62397,37,3,37,0,0,0,0,36,55497,2,35,48,5,4,3,2,15,48,8.411,1,0,1
62400,44,14,44,1,0,0,0,66,55498,6,7,12,0,1,2,1,6,26,9.472999999999999,0,0,1
62421,31,2,31,1,0,0,0,58,55474,5,30,36,2,1,0,0,6,34,0.0,0,0,1
62427,30,0,30,1,0,0,0,45,55546,5,29,36,4,1,2,1,9,44,10.343,0,0,0
62431,26,0,26,1,0,0,0,54,55521,3,14,24,2,7,0,0,10,34,0.0,1,0,0
62446,23,0,23,1,0,0,0,44,55475,4,22,24,4,1,1,1,9,45,10.456,0,0,0
62449,11,0,11,1,0,1,0,53,55527,4,5,12,3,3,2,1,12,34,8.293,1,0,1
62450,16,0,16,0,0,0,0,39,55541,6,29,36,5,1,0,0,13,47,0.0,0,0,1
62455,51,23,51,1,0,0,0,58,55549,4,27,36,1,3,2,1,4,36,8.017000000000001,1,0,1
62460,62,31,62,0,0,0,0,68,55529,5,11,24,0,1,0,0,6,25,0.0,0,0,0
62463,26,0,26,0,0,0,0,60,55494,2,7,12,1,0,2,2,8,31,10.048,0,0,1
62463,26,0,26,0,0,0,0,60,55494,2,7,12,1,0,2,2,8,31,10.048,0,0,0
62476,26,0,26,1,0,0,0,52,55513,6,5,12,3,3,2,1,13,34,7.7989999999999995,0,0,0
62481,43,17,43,0,0,1,0,47,55461,3,28,36,3,3,0,0,11,40,0.0,1,1,1
62482,43,11,43,1,0,0,0,47,55461,3,29,36,3,1,4,3,11,40,9.899,0,0,0
62487,53,23,53,0,0,0,0,42,55523,5,15,24,5,5,0,0,13,44,0.0,1,1,0
62498,32,3,32,1,0,0,0,69,55479,2,22,24,0,1,2,1,8,22,8.932,0,0,0
62498,32,3,32,1,0,0,0,69,55479,2,22,24,0,1,2,1,8,22,8.932,0,0,0
62500,71,42,71,1,0,0,0,54,55483,2,41,48,2,2,2,18,9,35,24.888,0,0,1
62507,62,32,62,1,0,0,0,66,55546,5,22,24,0,0,2,4,12,20,14.412,0,0,0
62523,18,0,18,1,0,0,0,46,55480,6,28,36,4,1,3,2,13,40,11.758,1,0,0
62524,21,0,21,1,0,0,0,58,55480,6,31,36,2,0,0,0,11,29,0.0,0,0,0
62525,30,1,30,0,0,0,0,58,55480,6,40,48,2,0,3,1,11,29,10.5,0,0,1
62551,72,39,72,0,0,0,0,52,55480,4,22,24,2,0,1,1,12,34,7.682,0,0,0
62553,37,6,37,0,0,0,0,50,55535,3,24,36,3,1,3,1,12,36,12.360999999999999,0,0,1
62553,37,6,37,0,0,0,0,50,55535,3,24,36,3,1,3,1,12,36,12.360999999999999,0,0,0
62554,35,3,35,0,0,0,0,51,55488,2,32,36,3,5,0,0,10,38,0.0,1,1,0
62555,21,0,21,0,0,0,0,52,55546,7,19,24,3,0,4,2,9,37,11.065999999999999,0,0,1
62560,50,19,50,0,0,0,0,66,55499,6,21,24,0,2,4,1,10,23,8.333,0,0,1
62560,50,19,50,0,0,0,0,66,55499,6,21,24,0,2,4,1,10,23,8.333,0,0,1
62563,51,21,51,0,0,0,0,58,55466,4,12,24,2,1,4,2,18,23,10.095,0,1,1
62572,47,21,47,1,0,0,0,53,55532,6,40,48,2,2,4,3,15,30,9.788,0,0,1
62572,47,21,47,1,0,0,0,53,55532,6,40,48,2,2,4,3,15,30,9.788,0,0,0
62587,38,10,38,0,0,0,0,52,55621,4,30,36,3,1,3,3,10,37,12.334000000000001,0,0,1
62590,48,17,48,0,0,0,0,39,55604,6,40,48,5,3,0,0,12,48,0.0,1,0,1
62597,47,19,47,1,0,0,0,47,55607,4,5,12,3,2,0,0,10,42,0.0,1,0,0
62602,36,10,36,0,0,0,0,67,55615,4,7,12,0,1,0,0,10,21,0.0,0,0,0
62602,36,10,36,0,0,0,0,67,55615,4,7,12,0,1,0,0,10,21,0.0,0,0,1
62604,50,22,50,0,0,0,0,55,55551,3,16,24,2,0,4,3,17,27,12.985999999999999,0,0,1
62612,28,0,28,0,0,0,0,53,55576,4,22,24,2,0,0,0,11,35,0.0,0,0,1
62617,58,28,58,0,0,0,0,49,55616,6,19,24,3,7,3,1,14,36,11.345,1,1,1
62618,25,0,25,0,0,0,0,49,55616,7,16,24,3,0,0,0,14,36,0.0,0,0,1
62621,19,0,19,0,0,0,0,65,55568,5,13,24,1,0,3,2,8,25,9.292,0,0,0
62623,28,3,28,0,0,1,0,50,55557,5,35,36,3,5,5,22,12,36,28.894000000000002,1,0,0
62632,22,0,22,1,0,0,0,46,55568,2,28,36,4,0,0,0,14,38,0.0,0,0,1
62636,43,12,43,1,0,0,0,56,55613,3,10,12,2,0,0,0,11,31,0.0,0,0,1
62641,36,10,36,1,0,0,0,49,55628,4,41,48,3,1,3,2,10,39,13.161,0,0,1
62656,36,11,36,1,0,0,0,55,55629,2,-6,0,2,2,0,0,15,28,0.0,0,0,1
62662,33,6,33,1,0,0,0,48,55567,3,38,48,3,0,5,3,13,37,11.247,0,0,0
62667,54,26,54,0,0,1,1,45,55599,2,40,48,4,1,2,19,10,43,25.866999999999997,0,0,0
62668,44,19,44,1,0,0,0,53,55593,4,38,48,2,0,0,0,7,38,0.0,0,0,1
62668,44,19,44,1,0,0,0,53,55593,4,38,48,2,0,0,0,7,38,0.0,0,0,0
62673,59,24,59,0,0,0,0,37,55628,6,15,24,5,1,2,1,26,35,7.732,0,1,0
62675,48,17,48,1,0,0,0,60,55617,2,29,36,1,0,2,14,14,24,20.750999999999998,0,0,0
62675,48,17,48,1,0,0,0,60,55617,2,29,36,1,0,2,14,14,24,20.750999999999998,0,0,1
62677,32,0,32,0,0,0,0,48,55616,4,29,36,3,1,3,2,9,42,12.419,0,0,1
62678,30,0,30,0,0,0,0,69,55639,6,15,24,0,0,0,0,8,22,0.0,0,0,1
62681,45,17,45,1,0,0,0,68,55633,7,39,48,0,3,0,0,15,15,0.0,1,0,1
62695,35,5,35,1,0,0,0,62,55591,7,33,36,1,1,6,7,5,31,16.649,0,0,0
62700,38,9,38,1,0,0,0,35,55607,3,7,12,6,0,0,0,12,51,0.0,0,1,1
62700,38,9,38,1,0,0,0,35,55607,3,7,12,6,0,0,0,12,51,0.0,0,0,0
62701,65,36,65,1,0,1,0,35,55607,2,15,24,6,1,0,0,12,51,0.0,0,0,0
62711,67,35,67,1,0,0,0,57,55590,5,24,36,2,0,0,0,12,29,0.0,0,1,0
62713,53,25,53,0,0,0,0,60,55582,4,13,24,1,0,2,1,10,28,10.819,0,1,0
62729,28,0,28,0,0,0,0,67,55596,7,17,24,0,1,4,2,8,24,9.361,0,0,0
62738,50,22,50,0,0,0,0,67,55645,2,26,36,0,0,0,0,7,25,0.0,0,0,0
62741,28,0,28,0,0,0,0,66,55606,2,-2,0,0,2,0,0,10,22,0.0,0,0,0
62746,44,13,44,1,0,0,0,46,55615,2,38,48,4,0,2,1,13,40,7.649,0,1,0
62746,44,13,44,1,0,0,0,46,55615,2,38,48,4,0,2,1,13,40,7.649,0,0,1
62751,50,22,50,0,0,0,0,63,55567,6,19,24,1,0,6,3,15,21,11.818,0,0,1
62756,34,4,34,1,0,0,0,73,55558,5,-5,0,0,0,0,0,10,15,0.0,0,0,0
62758,34,9,34,0,0,0,0,60,55622,4,23,24,2,0,3,2,17,22,11.388,0,1,1
62770,46,18,46,0,0,0,0,65,55640,6,-4,0,0,1,0,0,4,29,0.0,0,0,1
62784,51,20,51,1,0,0,0,56,55582,3,24,36,2,2,1,1,5,38,11.966,0,1,0
62789,36,3,36,1,0,0,0,55,55624,3,26,36,2,3,1,1,8,36,8.786,1,0,1
62793,26,0,26,1,0,0,0,46,55582,5,-4,0,4,0,0,0,8,45,0.0,0,0,0
62796,55,25,55,1,0,0,0,56,55592,1,12,24,2,1,0,0,5,38,0.0,0,0,1
62813,37,6,37,1,0,0,0,73,55552,6,22,24,0,0,0,0,8,17,0.0,0,1,0
62815,35,5,35,0,0,0,0,53,55576,5,-6,0,2,1,0,0,12,33,0.0,0,0,0
62833,46,19,46,1,0,0,0,66,55565,6,22,24,0,1,0,0,6,26,0.0,0,0,0
62851,38,9,38,1,0,0,0,36,55631,3,28,36,5,3,0,0,9,54,0.0,1,0,0
62851,38,9,38,1,0,0,0,36,55631,3,28,36,5,3,0,0,9,54,0.0,0,0,1
62855,40,12,40,1,0,1,0,58,55593,4,9,12,2,2,6,3,6,35,11.386,1,0,1
62858,34,6,34,1,0,0,0,63,55582,5,5,12,1,0,2,12,9,27,18.852999999999998,0,0,0
62860,31,0,31,1,0,0,0,60,55600,4,32,36,1,0,4,1,9,29,7.936,0,0,0
62865,32,0,32,1,0,0,0,57,55560,6,18,24,2,0,1,1,15,27,9.619,0,0,0
62870,16,0,16,1,0,0,1,72,55643,7,15,24,0,0,5,24,13,14,30.776,0,0,0
62876,32,4,32,1,0,0,0,54,55648,6,22,24,2,2,1,1,15,30,9.016,1,0,1
62889,52,21,52,0,0,0,0,63,55552,1,9,12,1,1,3,1,3,32,9.818999999999999,0,0,0
62896,39,10,39,0,0,0,0,50,55557,5,31,36,3,1,0,0,12,37,0.0,0,0,0
62898,42,10,42,1,0,0,0,65,55571,4,31,36,0,1,5,3,9,25,13.352,0,1,1
62909,37,10,37,1,0,0,0,46,55573,5,22,24,4,1,0,0,11,41,0.0,0,0,0
62913,40,10,40,1,0,0,0,68,55570,7,5,12,0,1,3,1,7,23,12.932,0,0,1
62920,32,1,32,0,0,0,0,48,55555,3,12,24,3,1,3,3,8,42,12.716,0,0,0
62925,45,18,45,1,0,0,0,49,55618,3,12,24,3,0,3,1,13,36,10.86,0,1,0
63117,69,44,69,1,0,0,0,59,55639,3,31,36,1,0,2,1,13,26,12.415999999999999,0,1,0
63212,43,13,43,1,0,0,0,57,55644,5,19,24,2,0,3,2,7,34,8.243,0,0,1
63252,76,48,76,0,0,0,0,53,55606,4,14,24,3,0,1,12,9,37,19.141,0,0,0
63272,64,35,64,0,0,0,0,67,55574,2,36,48,0,0,3,3,9,22,11.210999999999999,0,0,1
63304,44,13,44,0,0,0,0,38,55646,3,22,24,5,3,4,2,19,42,13.515999999999998,0,1,0
63481,38,11,38,1,0,0,0,60,55803,3,24,36,1,1,2,1,11,27,9.776,0,1,1
63534,61,34,61,1,0,0,0,47,55801,5,24,36,3,7,2,16,8,43,23.271,1,0,0
63546,28,3,28,1,0,0,0,57,55842,4,40,48,2,1,4,1,9,32,8.492,0,0,0
63723,64,36,64,0,0,0,0,51,55767,2,34,36,3,1,4,3,10,38,9.986,0,1,0
63788,21,0,21,0,0,0,0,47,55811,6,5,12,4,1,5,3,17,34,11.139000000000001,1,0,0
63825,44,13,44,1,0,0,0,64,55811,6,11,24,1,2,2,1,13,21,9.292,1,0,1
63859,28,0,28,1,0,0,0,59,55801,5,24,36,1,3,4,1,7,33,9.383,0,0,1
64199,40,10,40,1,0,0,0,60,55859,7,26,36,1,0,0,4,10,29,12.386,0,0,0
64218,35,6,35,0,0,0,0,54,55930,3,7,12,2,0,4,1,10,35,10.485999999999999,0,0,1
64224,31,6,31,0,0,0,0,56,55915,3,40,48,2,0,3,2,10,33,9.647,0,1,0
64350,31,0,31,1,0,0,0,56,55914,3,17,24,2,1,5,29,16,27,35.755,0,0,1
64407,48,16,48,1,0,0,0,55,55899,7,10,12,2,3,1,7,7,37,14.345,0,1,0
64581,21,0,21,1,0,0,0,61,55893,3,38,48,1,0,2,1,13,24,9.499,0,0,0
64637,59,28,59,0,0,0,0,67,55954,3,29,36,0,1,3,2,10,22,10.369000000000002,0,1,0
64642,10,0,10,0,0,0,0,71,56030,5,12,24,0,0,2,27,12,15,33.923,0,0,1
64719,41,12,41,1,0,0,0,51,56032,6,31,36,3,0,4,1,11,37,8.949,0,0,1
65133,41,12,41,1,0,0,0,49,56012,7,35,48,3,0,1,24,10,40,30.548000000000002,0,0,0
65164,45,14,45,0,0,0,0,54,55975,2,39,48,2,0,2,1,7,37,8.926,0,0,1
65215,38,8,38,1,0,0,0,58,56036,6,26,36,2,0,2,27,16,24,33.525,0,0,1
65283,37,5,37,0,0,0,0,54,56118,5,8,12,3,3,6,21,9,36,27.649,1,0,1
65473,33,9,33,1,0,0,0,65,56195,7,23,36,1,0,4,1,6,28,9.082,0,0,1
65503,50,19,50,0,0,1,0,37,56237,4,21,24,5,2,4,3,12,50,11.97,0,0,1
65695,41,11,41,0,0,0,0,55,56219,6,23,24,2,1,2,1,12,31,10.932,0,0,0
65736,34,7,34,0,0,0,0,48,56163,2,33,36,3,3,4,3,6,44,11.300999999999998,0,0,1
66127,54,23,54,0,0,0,0,68,56308,2,10,12,0,0,3,2,9,21,11.025,0,1,1
66215,41,12,41,1,0,0,0,64,56325,7,8,12,1,4,3,2,11,24,11.494000000000002,1,0,0
66358,53,22,53,0,0,0,0,30,56389,6,5,12,6,3,2,1,25,44,10.059,0,1,1
66492,52,21,52,0,0,0,0,46,56520,6,31,36,4,1,5,2,15,37,10.218,0,0,1
66655,25,0,25,1,0,0,0,55,56455,5,22,24,2,1,4,3,6,38,11.832,0,0,0
66728,41,7,41,1,0,0,0,58,56502,3,21,24,2,0,5,4,13,28,12.627,0,0,0
67183,45,17,45,0,0,0,0,50,56584,2,22,24,3,1,4,2,11,38,11.727,0,0,0
67218,41,10,41,1,0,0,0,62,56635,7,24,36,1,0,3,20,12,25,26.999000000000002,0,1,1
67319,28,2,28,1,0,0,0,52,56635,7,17,24,3,0,2,1,14,32,9.468,0,0,1
67345,24,0,24,1,0,0,0,33,56622,4,30,36,6,1,2,1,27,38,11.776,0,0,0
67538,34,1,34,1,0,0,0,65,56581,4,39,48,0,1,2,1,5,28,11.366,0,0,0
67667,37,7,37,0,0,0,0,47,56562,7,7,12,3,2,1,29,10,42,35.848,1,1,1
67762,59,29,59,0,0,0,0,53,56574,4,7,12,2,4,5,12,14,31,19.262,0,0,1
67764,42,10,42,1,0,0,0,44,56592,5,37,48,4,6,3,1,7,47,11.392000000000001,1,1,1
68041,43,13,43,1,0,0,0,58,56724,5,26,36,2,3,1,1,8,32,9.636000000000001,0,0,1
68059,38,10,38,0,0,0,0,59,56744,4,23,36,1,2,1,22,7,33,28.621,0,1,1
68083,28,0,28,1,0,0,0,47,56672,3,23,24,3,0,4,2,17,35,10.102,0,0,0
68385,30,0,30,0,0,0,0,53,56713,4,38,48,2,1,3,5,10,36,12.829,0,0,1
68450,32,3,32,0,0,0,0,56,56699,6,6,12,2,2,0,4,11,32,11.193,0,0,0
68478,33,1,33,0,0,0,0,55,56724,4,6,12,2,4,6,20,11,32,26.846999999999998,0,0,0
68481,23,0,23,0,0,0,0,69,56676,4,22,24,0,0,6,13,10,20,20.332,0,0,0
68548,42,18,42,0,0,0,0,47,56697,5,14,24,4,4,3,1,11,40,9.426,1,0,1
68665,54,22,54,1,0,0,0,40,56859,3,21,24,5,0,0,29,11,47,35.755,0,1,1
68799,40,7,40,1,0,0,0,61,56925,4,13,24,1,0,4,3,10,27,12.998,0,1,0
68944,27,0,27,0,0,0,0,70,57048,3,21,24,0,0,2,1,13,15,9.526,0,0,0
68976,24,0,24,0,0,0,0,54,57020,2,27,36,2,1,2,1,6,38,11.056,0,0,1
69086,39,10,39,0,0,0,0,51,56986,2,5,12,3,0,5,3,13,34,9.53,0,0,0
69168,27,0,27,0,0,0,0,62,56991,7,26,36,1,0,5,2,12,24,9.859,0,0,1
69174,26,0,26,1,0,0,0,61,56981,7,29,36,1,1,1,1,10,28,10.299000000000001,0,0,1
69249,47,19,47,1,0,0,0,59,57006,4,23,36,1,1,0,3,9,31,10.932,0,0,1
69348,53,25,53,1,0,0,0,52,56989,4,36,48,3,0,6,3,13,33,12.03,0,1,0
69409,46,16,46,1,0,0,0,62,57049,7,24,36,1,2,5,3,9,28,11.814,0,0,1
69414,47,18,47,1,0,0,0,57,56962,3,11,24,2,0,1,1,13,29,10.399000000000001,0,1,1
69458,34,4,34,0,0,0,0,66,57020,2,37,48,0,2,6,3,6,27,9.559,0,0,1
69582,22,0,22,0,0,0,0,56,57117,4,34,36,2,0,3,1,13,30,8.326,0,0,1
69609,40,13,40,1,0,0,0,43,57064,7,24,36,4,1,5,26,24,31,32.729,0,0,0
69825,34,1,34,0,0,0,0,59,57238,5,12,24,1,1,1,7,9,30,13.885,0,0,0
70108,49,23,49,1,0,0,0,58,57530,2,21,24,1,0,4,3,15,26,9.466000000000001,0,0,0
70138,39,7,39,0,0,0,0,47,57600,2,14,24,4,3,2,1,11,40,9.292,0,0,1
70168,56,24,56,0,0,0,0,45,57624,6,22,24,4,0,6,21,10,44,27.791999999999998,0,0,1
70296,40,8,40,0,0,0,0,72,57611,3,28,36,0,0,1,22,9,18,28.896,0,0,1
70439,25,0,25,1,0,0,0,43,57709,2,9,12,4,0,2,2,10,45,11.725999999999999,0,0,1
70566,40,9,40,0,0,0,1,51,57750,6,16,24,3,1,1,17,8,39,23.976999999999997,0,1,0
70695,72,41,72,1,0,0,0,49,57689,3,13,24,3,1,3,2,5,44,8.931000000000001,0,1,1
70709,43,13,43,1,0,0,0,70,57660,2,41,48,0,0,2,1,6,23,11.556,0,1,1
70888,42,11,42,0,0,0,0,44,57686,7,20,24,4,1,3,1,9,45,11.599,1,0,0
70939,30,2,30,1,0,0,0,54,57711,3,9,12,2,0,4,1,8,37,9.336,0,0,0
71071,33,2,33,0,0,0,0,65,57924,3,23,24,0,1,5,3,7,26,11.113,0,0,0
71185,39,5,39,0,0,0,0,52,58384,6,9,12,3,0,6,11,14,33,18.854,0,1,0
71207,29,0,29,1,0,0,0,51,58439,4,34,36,3,3,0,21,11,37,29.287,0,0,1
71398,41,18,41,0,0,0,0,55,58377,2,7,12,2,1,1,21,10,34,27.987,0,1,1
71570,22,0,22,0,0,0,0,54,58446,7,9,12,2,0,4,9,8,36,15.306,0,0,1
71589,19,0,19,0,0,0,0,52,58368,2,15,24,3,0,0,28,8,38,34.885,0,0,0
71925,31,0,31,0,0,0,0,53,58411,7,19,24,3,0,5,3,17,29,12.619000000000002,0,0,1
71979,28,0,28,1,0,0,0,60,58422,7,18,24,1,1,0,21,7,32,27.495,0,0,1
72044,30,0,30,0,0,0,0,64,58569,7,11,24,1,1,6,3,8,27,11.356,0,0,0
72114,34,3,34,0,0,0,0,51,58616,3,6,12,3,1,2,1,9,38,11.499,0,1,1
72217,41,15,41,0,0,0,0,31,58621,3,14,24,6,0,1,19,14,53,25.590999999999998,0,1,0
72222,35,4,35,1,0,0,0,41,58626,2,18,24,5,0,4,2,8,50,9.842,0,0,0
72256,21,0,21,1,0,0,0,63,58585,2,30,36,1,1,3,7,6,30,13.918,0,0,0
72395,72,40,72,0,0,0,0,52,58609,4,15,24,3,2,2,28,5,41,34.781,1,1,1
72424,40,12,40,0,0,0,0,49,58642,7,11,24,3,0,5,3,10,39,13.437000000000001,0,1,1
72518,31,0,31,0,0,0,0,62,58604,5,30,36,1,2,4,1,13,23,13.136,0,0,1
72532,54,22,54,0,0,0,0,54,58598,6,30,36,2,3,2,1,5,39,12.752,0,0,1
72567,25,0,25,1,0,0,0,53,58579,3,34,36,2,0,3,26,16,29,32.673,0,0,0
72701,37,9,37,0,0,0,0,48,58638,6,5,12,3,1,5,3,21,29,12.409,0,0,0
72730,37,2,37,0,0,0,0,57,58569,2,11,24,2,0,6,11,9,33,18.054000000000002,0,1,1
72754,29,1,29,1,0,0,0,55,58607,4,32,36,2,1,0,6,9,35,12.398,0,0,0
72803,40,8,40,0,0,0,0,58,58575,7,15,24,2,0,3,3,14,26,11.677,0,0,1
73140,28,0,28,0,0,0,0,64,58701,4,32,36,0,0,4,2,4,30,11.882,0,0,1
73184,43,10,43,0,0,0,0,65,58667,4,14,24,0,2,1,1,6,28,8.772,0,0,0
73250,56,25,56,0,0,0,0,57,58651,2,39,48,2,0,3,1,9,33,11.392000000000001,0,0,1
73353,33,8,33,1,0,0,0,45,58734,2,20,24,4,0,3,2,10,44,10.093,0,0,1
73490,51,20,51,0,0,0,0,62,58694,5,18,24,1,1,6,7,8,28,13.969000000000001,0,0,0
73553,30,1,30,0,0,0,0,49,58707,2,13,24,3,4,2,9,24,25,17.644000000000002,1,0,0
73577,38,12,38,1,0,0,0,62,58728,3,28,36,1,2,2,1,9,28,9.799,0,0,1
73625,63,34,63,1,0,0,0,47,58695,3,35,48,3,1,5,7,6,46,13.975,0,0,1
73719,51,18,51,1,0,0,0,44,59130,7,37,48,4,2,3,26,7,48,33.463,0,1,0
73786,32,4,32,0,0,0,0,51,59097,4,12,24,3,3,0,28,13,35,34.931,0,0,0
73798,26,0,26,0,0,0,0,59,59102,3,6,12,1,3,3,1,8,32,10.279000000000002,1,0,1
73808,42,11,42,0,0,0,0,57,59111,6,32,36,2,0,3,1,15,27,8.792,0,0,1
74163,58,28,58,1,0,0,0,58,59444,5,31,36,1,1,4,1,7,34,8.499,0,0,0
74188,32,0,32,0,0,0,0,60,59384,5,5,12,1,0,1,1,19,20,11.849,0,0,0
74282,37,7,37,0,0,0,0,67,59352,4,22,24,0,1,4,1,9,22,10.094,0,1,0
74353,37,7,37,1,0,0,0,55,59367,2,17,24,2,2,1,16,9,35,22.811999999999998,0,0,0
74628,59,30,59,0,0,0,0,31,59682,1,7,12,6,3,4,2,9,59,8.92,0,1,1
74653,46,15,46,0,0,0,0,55,59702,3,26,36,2,3,3,2,13,30,8.825,0,1,0
74874,35,8,35,0,0,0,0,46,60033,7,25,36,4,1,0,7,12,40,14.418,0,1,1
75191,34,6,34,1,0,0,0,55,60022,5,23,36,2,0,2,1,7,36,9.252,0,0,0
75227,37,6,37,1,0,0,0,71,60210,3,34,36,0,0,0,12,10,18,19.033,0,0,1
75285,41,7,41,0,0,0,0,44,60196,4,27,36,4,0,3,1,14,41,11.366,0,0,0
75309,39,9,39,1,0,0,0,60,60189,4,14,24,1,1,3,10,7,31,16.879,0,0,1
75334,46,15,46,1,0,0,0,60,60162,3,32,36,1,1,4,24,12,26,30.939,0,0,1
75642,62,35,62,0,0,0,0,52,60324,4,27,36,3,3,2,1,9,37,8.302,0,0,1
75799,33,6,33,0,0,0,0,53,60289,2,11,12,3,0,1,1,12,34,9.459,0,0,1
75818,31,5,31,0,0,0,0,47,60262,3,31,36,3,1,4,2,20,31,12.780999999999999,0,0,1
75950,29,0,29,1,0,0,0,71,60269,2,14,24,0,0,3,1,6,22,9.162,0,0,0
76030,29,0,29,1,0,0,0,64,60323,3,32,36,1,0,1,7,18,17,15.097000000000001,0,0,1
76128,35,4,35,0,0,0,0,70,60307,5,38,48,0,1,5,3,14,14,10.639000000000001,0,0,1
76212,24,0,24,0,0,0,0,60,60482,4,38,48,1,1,6,22,8,31,28.758000000000003,0,0,0
76419,32,4,32,0,0,0,0,66,60465,3,20,24,0,0,4,8,15,17,16.391,0,0,0
76505,64,34,64,0,0,0,0,43,60477,5,11,24,4,2,4,2,10,46,11.088,0,1,1
76585,67,38,67,0,0,0,0,52,60518,5,19,24,3,0,1,8,10,36,16.086,0,0,1
76845,46,21,46,1,0,0,0,42,60669,3,11,24,4,3,4,3,8,48,12.352,1,0,1
76892,26,1,26,1,0,0,0,61,60701,4,11,24,1,0,2,1,11,27,13.253,0,0,0
77237,53,22,53,0,0,0,0,43,60763,5,11,24,4,1,4,2,11,44,12.439,0,0,1
77318,34,5,34,1,0,0,0,57,60836,2,32,36,2,1,6,2,13,28,9.155,0,0,1
77470,47,17,47,1,0,0,0,62,61131,5,26,36,1,1,3,2,7,30,9.574,0,0,1
77588,41,16,41,1,0,0,1,48,61267,4,28,36,3,1,2,23,9,41,29.622,0,0,1
